time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1997-04-21T17:12:44.910Z,27.906,56.86,19.9,4.7,mb,,,,0.71,us,usp00080yf,2014-11-07T01:02:37.181Z,"88 km NNW of M?n?b, Iran",earthquake,,,,1,reviewed,us,us
1997-04-19T22:31:37.380Z,27.943,56.869,22.3,4.8,mb,,,,0.93,us,usp00080uh,2014-11-07T01:02:36.103Z,"92 km NNW of M?n?b, Iran",earthquake,,,,20,reviewed,us,us
1997-04-19T10:10:45.540Z,27.984,56.819,33,4.5,mb,,,,0.68,us,usp00080tw,2014-11-07T01:02:36.011Z,"98 km NNW of M?n?b, Iran",earthquake,,,,21,reviewed,us,us
1997-04-19T05:53:14.100Z,28.042,56.894,27.2,5.6,mwc,,,,0.89,us,usp00080tj,2022-04-29T16:50:21.202Z,"102 km N of M?n?b, Iran",earthquake,,,,,reviewed,us,hrv
1997-04-10T04:43:02.380Z,33.283,47.714,33,4.6,mb,,,,1.24,us,usp0008096,2014-11-07T01:02:31.950Z,"29 km SSE of K?hdasht, Iran",earthquake,,,,7,reviewed,us,us
1997-04-05T18:44:13.940Z,37.579,57.346,33,4.6,mb,,,,0.99,us,usp000800c,2020-09-15T19:27:34.682Z,"11 km N of Bojn?rd, Iran",earthquake,,,,1,reviewed,us,us
1997-03-21T23:00:39.440Z,37.961,47.911,10,4.5,mb,,,,1.29,us,usp0007z7u,2014-11-07T01:02:21.831Z,"41 km SSW of Om?dcheh, Iran",earthquake,,,,26,reviewed,us,us
1997-03-20T06:51:26.030Z,32.744,49.198,33,4.5,mb,,,,0.94,us,usp0007z4y,2014-11-07T01:02:21.320Z,"80 km ENE of Shahrak-e K?l?r?, Iran",earthquake,,,,12,reviewed,us,us
1997-03-10T15:06:47.570Z,26.23,62.88,33,4.9,mb,,,,1.27,us,usp0007ymq,2014-11-07T01:02:18.978Z,"30 km NNW of Turbat, Pakistan",earthquake,,,,1,reviewed,us,us
1997-03-09T14:39:04.020Z,29.734,51.3,33,4.5,mb,,,,1.11,us,usp0007yjw,2014-11-07T01:02:18.807Z,"36 km WNW of K?zer?n, Iran",earthquake,,,,4,reviewed,us,us
1997-03-02T18:29:42.570Z,37.864,47.865,10,5.3,mwc,,,,1.07,us,usp0007y54,2022-04-29T16:44:04.103Z,"52 km SSW of Om?dcheh, Iran",earthquake,,,,,reviewed,us,hrv
1997-02-28T13:55:57.120Z,37.831,47.873,10,4.5,mb,,,,0.91,us,usp0007y0g,2014-11-07T01:02:12.198Z,"55 km SSW of Om?dcheh, Iran",earthquake,,,,5,reviewed,us,us
1997-02-28T12:57:18.640Z,38.075,48.05,10,6.1,mwc,,,,1.14,us,usp0007y0b,2022-04-29T16:43:53.834Z,"24 km SSW of Om?dcheh, Iran",earthquake,,,,,reviewed,us,hrv
1997-02-23T17:26:59.860Z,37.534,56.591,10,4.6,mb,,,,1.26,us,usp0007xpx,2014-11-07T01:02:11.010Z,"65 km W of Bojn?rd, Iran",earthquake,,,,1,reviewed,us,us
1997-02-18T18:01:34.910Z,37.676,57.353,10,4.5,mb,,,,1.18,us,usp0007xet,2014-11-07T01:02:09.828Z,"22 km N of Bojn?rd, Iran",earthquake,,,,3,reviewed,us,us
1997-02-17T22:53:50.410Z,36.811,54.67,33,4.7,mb,,,,0.79,us,usp0007xdk,2014-11-07T01:02:09.719Z,"7 km E of Qarn?b?d, Iran",earthquake,,,,3,reviewed,us,us
1997-02-17T04:50:41.360Z,31.421,49.842,33,4.5,mb,,,,0.79,us,usp0007xcc,2014-11-07T01:02:09.492Z,"27 km NE of R?mhormoz, Iran",earthquake,,,,12,reviewed,us,us
1997-02-17T04:31:26.990Z,27.441,56.11,33,4.9,mb,,,,0.98,us,usp0007xcb,2022-04-29T16:43:32.966Z,"32 km NNW of Bandar Abbas, Iran",earthquake,,,,58,reviewed,us,us
1997-02-15T19:47:25.940Z,28.953,52.638,33,4.8,mb,,,,0.75,us,usp0007xap,2014-11-07T01:02:09.289Z,"13 km NNE of F?r?z?b?d, Iran",earthquake,,,,38,reviewed,us,us
1997-02-12T14:42:52.640Z,28.325,55.449,33,4.5,mb,,,,0.5,us,usp0007x4s,2014-11-07T01:02:08.604Z,"100 km ESE of D?r?b, Iran",earthquake,,,,8,reviewed,us,us
1997-02-08T03:28:23.040Z,30.947,56.791,39.1,4.7,mb,,,,1.08,us,usp0007wxr,2014-11-07T01:02:07.457Z,"26 km NE of Zarand, Iran",earthquake,,,,5,reviewed,us,us
1997-02-05T07:53:45.620Z,37.629,57.594,10,5.2,mwc,,,,1.05,us,usp0007wt9,2022-04-29T16:42:58.773Z,"29 km NE of Bojn?rd, Iran",earthquake,,,,,reviewed,us,hrv
1997-02-04T12:34:56.770Z,37.776,57.27,10,4.9,mb,,,,0.63,us,usp0007wrv,2014-11-07T01:02:06.049Z,"33 km N of Bojn?rd, Iran",earthquake,,,,1,reviewed,us,us
1997-02-04T10:37:47.140Z,37.661,57.291,10,6.5,mwc,,,,1.14,us,usp0007wrr,2022-04-29T16:42:51.110Z,"Turkmenistan-Iran border region",earthquake,,,,,reviewed,us,hrv
1997-02-04T09:53:55.730Z,37.564,57.295,10,5.5,mwc,,,,0.93,us,usp0007wrp,2022-04-29T16:42:45.580Z,"10 km NNW of Bojn?rd, Iran",earthquake,,,,,reviewed,us,hrv
1997-01-24T17:12:57.580Z,28.226,57.529,39.7,4.5,mb,,,,1.02,us,usp0007wa3,2014-11-07T01:02:00.082Z,"126 km SW of Bam, Iran",earthquake,,,,20,reviewed,us,us
1996-12-26T09:17:25.260Z,30.882,51.276,33,4.7,mb,,,,0.78,us,usp0007v0g,2014-11-07T01:01:50.056Z,"38 km NW of Yasuj, Iran",earthquake,,,,34,reviewed,us,us
1996-12-20T00:18:12.840Z,29.359,51.39,33,4.6,mb,,,,0.83,us,usp0007uq6,2014-11-07T01:01:48.354Z,"19 km ENE of Bor?zj?n, Iran",earthquake,,,,46,reviewed,us,us
1996-12-14T19:49:51.300Z,28.454,49.63,10,4.5,mb,,,,0.94,us,usp0007uf9,2014-11-07T01:01:47.090Z,"103 km ENE of As Saff?n?yah, Saudi Arabia",earthquake,,,,12,reviewed,us,us
1996-12-04T02:39:34.810Z,27.354,52.473,33,4.5,mb,,,,0.9,us,usp0007txz,2014-11-07T01:01:43.974Z,"46 km WSW of Mohr, Iran",earthquake,,,,6,reviewed,us,us
1996-11-25T11:00:18.280Z,28.324,57.458,33,4.7,mb,,,,1.24,us,usp0007thp,2014-11-07T01:01:37.877Z,"123 km SW of Bam, Iran",earthquake,,,,2,reviewed,us,us
1996-11-18T11:52:15.040Z,29.939,51.596,33,5.3,mwc,,,,0.89,us,usp0007t6a,2022-04-29T20:40:08.862Z,"20 km SSE of N?r?b?d, Iran",earthquake,,,,,reviewed,us,hrv
1996-11-08T05:05:18.470Z,31.587,50.3,33,4.5,mb,,,,0.78,us,usp0007snt,2014-11-07T01:01:33.644Z,"74 km ENE of R?mhormoz, Iran",earthquake,,,,16,reviewed,us,us
1996-10-18T09:26:03.620Z,27.695,57.573,33,5.4,mwc,,,,0.93,us,usp0007rkq,2022-04-29T20:36:02.429Z,"78 km NE of M?n?b, Iran",earthquake,,,,,reviewed,us,hrv
1996-09-29T21:19:50.230Z,33.365,46.002,33,4.5,mb,,,,1.21,us,usp0007qqh,2014-11-07T01:01:14.756Z,"30 km NNW of Mehr?n, Iran",earthquake,,,,7,reviewed,us,us
1996-09-28T13:53:55.890Z,28.481,57.555,33,4.8,mb,,,,0.89,us,usp0007qmx,2014-11-07T01:01:14.301Z,"104 km SW of Bam, Iran",earthquake,,,,41,reviewed,us,us
1996-09-18T14:36:40.710Z,26.028,61.018,10,4.8,mb,,,,1.26,us,usp0007q3e,2014-11-07T01:01:11.783Z,"36 km SE of Qa?r-e Qand, Iran",earthquake,,,,4,reviewed,us,us
1996-09-06T12:36:56.200Z,27.809,52.417,33,4.5,mb,,,,0.84,us,usp0007phj,2014-11-07T01:01:07.693Z,"53 km WNW of Mohr, Iran",earthquake,,,,25,reviewed,us,us
1996-08-06T20:27:19.630Z,27.676,53.012,33,4.8,mb,,,,0.7,us,usp0007n6p,2022-04-29T20:27:43.856Z,"18 km NE of Mohr, Iran",earthquake,,,,72,reviewed,us,us
1996-07-21T11:18:42.450Z,28.301,52.355,33,4.6,mb,,,,0.6,us,usp0007mc0,2014-11-07T01:00:49.047Z,"63 km SSW of F?r?z?b?d, Iran",earthquake,,,,10,reviewed,us,us
1996-07-19T02:28:49.370Z,39.821,54.085,33,5,mb,,,,0.8,us,usp0007m7v,2022-04-29T20:25:35.892Z,"42 km NW of Balkanabat, Turkmenistan",earthquake,,,,83,reviewed,us,us
1996-06-18T08:11:05.730Z,39.159,45.796,51.2,4.7,mb,,,,1.3,us,usp0007jxv,2022-04-29T20:22:35.693Z,"23 km N of Sumbatan-diza, Azerbaijan",earthquake,,9.3,,65,reviewed,us,us
1996-06-07T05:03:20.700Z,30.759,50.717,33,4.7,mb,,,,0.9,us,usp0007j8x,2014-11-07T01:00:34.955Z,"15 km ESE of Dehdasht, Iran",earthquake,,,,53,reviewed,us,us
1996-06-02T12:42:15.440Z,30.811,50.827,33,4.8,mb,,,,1.2,us,usp0007j27,2022-04-29T20:20:53.971Z,"25 km E of Dehdasht, Iran",earthquake,,,,60,reviewed,us,us
1996-05-25T17:00:57.530Z,27.886,53.521,33,4.7,mb,,,,0.6,us,usp0007hsp,2014-11-07T01:00:29.088Z,"65 km WNW of Ger?sh, Iran",earthquake,,,,33,reviewed,us,us
1996-05-24T06:35:58.790Z,27.847,53.594,33,5.2,mwc,,,,0.9,us,usp0007hr3,2022-04-29T20:20:35.458Z,"56 km WNW of Ger?sh, Iran",earthquake,,,,,reviewed,us,hrv
1996-04-22T14:42:32.380Z,39.165,47.369,29.1,5,mb,,,,1.1,us,usp0007gfu,2022-04-29T20:17:58.993Z,"31 km S of Horadiz, Azerbaijan",earthquake,,,,49,reviewed,us,us
1996-04-10T21:50:43.050Z,28.134,56.745,33,4.7,mb,,,,0.8,us,usp0007g0j,2022-04-29T20:16:32.150Z,"114 km NNE of Bandar Abbas, Iran",earthquake,,,,35,reviewed,us,us
1996-03-20T22:24:04.480Z,29.474,50.992,33,4.5,mb,,,,1.1,us,usp0007f17,2014-11-07T01:00:07.514Z,"31 km NW of Bor?zj?n, Iran",earthquake,,,,20,reviewed,us,us
1996-03-04T01:35:30.320Z,27.663,56.253,33,4.5,mb,,,,0.9,us,usp0007ead,2014-11-07T01:00:03.343Z,"52 km N of Bandar Abbas, Iran",earthquake,,,,37,reviewed,us,us
1996-02-26T08:09:24.990Z,28.336,57.081,33,5.4,mb,,,,0.8,us,usp0007dyu,2014-11-07T00:59:58.894Z,"107 km SSE of K?h Sef?d, Iran",earthquake,,,,59,reviewed,us,us
1996-02-26T08:08:19.200Z,28.285,57.059,32.2,5.5,mw,,,,1,us,usp0007dyt,2022-04-29T20:12:27.694Z,"112 km SSE of K?h Sef?d, Iran",earthquake,,,,,reviewed,us,hrv
1996-02-25T17:42:04.660Z,35.685,57.038,33,5.3,mw,,,,1.1,us,usp0007dx9,2022-04-29T20:12:25.206Z,"82 km SW of Sabzevar, Iran",earthquake,,,,,reviewed,us,hrv
1996-02-25T16:14:11.640Z,35.725,56.99,33,5.4,mw,,,,1,us,usp0007dx4,2022-04-29T20:12:20.075Z,"Northeastern Iran",earthquake,,,,,reviewed,us,hrv
1996-02-05T08:28:13.780Z,35.671,58.395,33,4.8,mb,,,,1,us,usp0007ccm,2022-04-29T20:08:05.650Z,"48 km N of K?shmar, Iran",earthquake,,,,67,reviewed,us,us
1996-01-31T20:43:34.010Z,31.861,50.393,65.2,4.6,mb,,,,0.9,us,usp0007c2c,2014-11-07T00:59:45.393Z,"Western Iran",earthquake,,10.6,,12,reviewed,us,us
1996-01-28T08:43:16.360Z,34.27,46.459,33,4.9,mb,,,,0.9,us,usp0007bvs,2022-04-29T20:07:24.128Z,"56 km W of Kermanshah, Iran",earthquake,,,,83,reviewed,us,us
1996-01-26T13:11:13.850Z,29.343,51.008,33,4.6,mb,,,,0.8,us,usp0007bs3,2014-11-07T00:59:43.666Z,"22 km WNW of Bor?zj?n, Iran",earthquake,,,,36,reviewed,us,us
1996-01-25T20:43:55.260Z,32.202,46.057,10,4.5,mb,,,,0.6,us,usp0007bqf,2020-04-16T18:40:59.498Z,"3 km NNE of Al ?ayy, Iraq",earthquake,,,,5,reviewed,us,us
1996-01-25T18:05:21.510Z,29.299,51.006,48.9,4.7,ms,,,,0.8,us,usp0007bq8,2014-11-07T00:59:43.253Z,"20 km W of Bor?zj?n, Iran",earthquake,,13.4,,2,reviewed,us,us
1996-01-24T07:07:04.740Z,29.414,51.033,57.5,4.7,mb,,,,0.8,us,usp0007bmn,2014-11-07T00:59:42.950Z,"24 km NW of Bor?zj?n, Iran",earthquake,,12.1,,27,reviewed,us,us
1996-01-24T06:05:26.030Z,29.356,51.008,34.9,4.5,ms,,,,1,us,usp0007bmm,2014-11-07T00:59:42.933Z,"22 km WNW of Bor?zj?n, Iran",earthquake,,,,1,reviewed,us,us
1996-01-24T05:28:07.410Z,29.5,51.02,44.7,4.5,mb,,,,0.9,us,usp0007bmf,2014-11-07T00:59:42.922Z,"31 km NW of Bor?zj?n, Iran",earthquake,,12.9,,9,reviewed,us,us
1996-01-04T10:31:41.730Z,32.13,49.435,33,4.8,mb,,,,1.2,us,usp0007ab6,2022-04-29T20:05:23.701Z,"24 km NNE of Masjed Soleym?n, Iran",earthquake,,,,50,reviewed,us,us
1996-01-03T08:42:25.750Z,38.994,48.72,56.4,5.4,mw,,,,1.1,us,usp0007a84,2022-04-29T20:05:09.248Z,"6 km SE of Masally, Azerbaijan",earthquake,,6.6,,,reviewed,us,hrv
1995-12-31T11:56:39.550Z,29.385,52.442,33,4.7,mb,,,,0.8,us,usp00079xu,2014-11-07T00:59:31.232Z,"26 km SSW of Shiraz, Iran",earthquake,,,,47,reviewed,us,us
1995-12-28T18:23:35.090Z,27.948,56.552,46.5,4.6,mb,,,,0.6,us,usp00079sp,2014-11-07T00:59:30.101Z,"88 km NNE of Bandar Abbas, Iran",earthquake,,14.2,,37,reviewed,us,us
1995-12-24T15:06:48.150Z,32.378,48.483,33,4.5,mb,,,,0.7,us,usp00079hv,2014-11-07T00:59:28.977Z,"3 km NNE of Shahrak-e K?l?r?, Iran",earthquake,,,,33,reviewed,us,us
1995-12-20T02:09:21.430Z,28.607,51.765,33,4.5,mb,,,,1,us,usp000799j,2014-11-07T00:59:27.676Z,"82 km WSW of F?r?z?b?d, Iran",earthquake,,,,18,reviewed,us,us
1995-12-18T03:45:11.090Z,30.558,50.644,33,4.6,mb,,,,0.9,us,usp0007962,2014-11-07T00:59:27.084Z,"26 km NW of Dogonbadan, Iran",earthquake,,,,44,reviewed,us,us
1995-12-04T19:35:36.140Z,27.833,54.883,33,4.8,mb,,,,1,us,usp000788j,2014-11-07T00:59:21.980Z,"75 km ENE of Ger?sh, Iran",earthquake,,,,10,reviewed,us,us
1995-11-27T14:32:29.070Z,32.309,48.923,61,5,mb,,,,0.9,us,usp00077mx,2022-04-29T19:54:09.936Z,"29 km NNE of Sh?shtar, Iran",earthquake,,6.9,,76,reviewed,us,us
1995-11-24T22:44:42.490Z,32.319,48.942,73.3,4.5,mb,,,,1.1,us,usp00077ep,2014-11-07T00:59:13.596Z,"31 km NNE of Sh?shtar, Iran",earthquake,,12.7,,27,reviewed,us,us
1995-11-21T02:20:20.840Z,29.602,51.52,25,4.9,mb,,,,1,us,usp0007765,2022-04-29T19:53:41.584Z,"13 km W of K?zer?n, Iran",earthquake,,,,97,reviewed,us,us
1995-11-09T05:10:32.160Z,35.634,59.87,33,4.9,mb,,,,1,us,usp00076h9,2022-04-29T19:52:29.354Z,"71 km NE of Torbat-e ?eydar?yeh, Iran",earthquake,,,,71,reviewed,us,us
1995-11-06T03:53:23.040Z,27.756,57.467,33,5.1,mb,,,,1,us,usp00076bz,2022-04-29T19:52:08.196Z,"78 km NNE of M?n?b, Iran",earthquake,,,,81,reviewed,us,us
1995-11-01T00:49:16.400Z,29.342,51.553,33,4.5,mb,,,,1.1,us,usp000762t,2014-11-07T00:59:04.790Z,"32 km SSW of K?zer?n, Iran",earthquake,,,,7,reviewed,us,us
1995-10-29T06:27:19.840Z,39.589,51.875,33,5.5,mw,,,,1,us,usp00075xw,2022-04-29T19:56:03.937Z,"104 km WSW of Türkmenba?y, Turkmenistan",earthquake,,,,,reviewed,us,hrv
1995-10-15T06:56:34.210Z,37.055,49.476,33,5.2,mw,,,,1.1,us,usp000756d,2022-04-29T19:55:25.243Z,"Near the coast of northern Iran",earthquake,,,,,reviewed,us,hrv
1995-10-14T16:21:47.570Z,26.986,54.841,14.2,4.8,mb,,,,1.1,us,usp0007552,2022-04-29T19:55:23.001Z,"47 km N of Bandar-e Lengeh, Iran",earthquake,,,,71,reviewed,us,us
1995-08-25T10:53:01.460Z,28.417,57.116,79.2,4.9,mb,,,,0.9,us,usp00072df,2014-11-07T00:58:35.391Z,"100 km SSE of K?h Sef?d, Iran",earthquake,,8.8,,66,reviewed,us,us
1995-08-17T18:09:58.790Z,38.961,48.908,74.3,4.5,mb,,,,1.1,us,usp00071zv,2014-11-07T00:58:33.065Z,"17 km E of Boradigah, Azerbaijan",earthquake,,8.1,,10,reviewed,us,us
1995-07-03T05:05:20.140Z,27.737,52.349,33,4.5,mb,,,,1.1,us,usp0007023,2014-11-07T00:58:16.633Z,"56 km WNW of Mohr, Iran",earthquake,,,,6,reviewed,us,us
1995-06-14T05:42:33.380Z,36.585,58.598,33,4.5,mb,,,,1.4,us,usp0006z1x,2014-11-07T00:58:08.629Z,"44 km NNW of Neysh?b?r, Iran",earthquake,,,,26,reviewed,us,us
1995-06-07T23:09:47.070Z,32.461,48.737,33,5,mb,,,,1.1,us,usp0006ys0,2022-04-29T17:51:37.142Z,"27 km ENE of Shahrak-e K?l?r?, Iran",earthquake,,,,76,reviewed,us,us
1995-05-31T20:44:10.130Z,28.198,53.304,24.9,5,mb,,,,0.8,us,usp0006ydd,2022-04-29T17:18:11.047Z,"82 km NNE of Mohr, Iran",earthquake,,,,98,reviewed,us,us
1995-05-27T21:21:31.980Z,39.028,48.944,33,4.8,mb,,,,1.1,us,usp0006y5w,2014-11-07T00:58:00.437Z,"23 km ENE of Boradigah, Azerbaijan",earthquake,,,,67,reviewed,us,us
1995-05-27T08:34:38.320Z,30.488,50.817,50.5,4.6,mb,,,,1.1,us,usp0006y4u,2014-11-07T00:58:00.217Z,"14 km N of Dogonbadan, Iran",earthquake,,10.8,,25,reviewed,us,us
1995-05-16T14:30:23.410Z,31.681,55.513,16.4,4.8,mb,,,,1.1,us,usp0006xfp,2022-04-29T17:00:46.466Z,"13 km NE of B?fq, Iran",earthquake,,,,69,reviewed,us,us
1995-05-15T00:21:54.710Z,38.545,49.294,33,4.5,mb,,,,1.2,us,usp0006xck,2014-11-07T00:57:55.640Z,"37 km ENE of Astara, Azerbaijan",earthquake,,,,5,reviewed,us,us
1995-05-15T00:16:52.540Z,38.468,49.435,26.3,4.8,mb,,,,1,us,usp0006xcj,2014-11-07T00:57:55.630Z,"48 km E of Astara, Azerbaijan",earthquake,,,,60,reviewed,us,us
1995-05-03T02:49:52.610Z,28.401,52.761,33,4.7,mb,,,,0.8,us,usp0006wrk,2022-04-29T16:46:34.753Z,"52 km SSE of F?r?z?b?d, Iran",earthquake,,,,68,reviewed,us,us
1995-04-26T11:46:12.490Z,37.054,49.53,33,4.8,mb,,,,1,us,usp0006wd6,2014-11-07T00:57:46.440Z,"25 km SSW of Rasht, Iran",earthquake,,,,11,reviewed,us,us
1995-04-22T02:27:58.600Z,31.031,49.783,33,4.6,mb,,,,0.4,us,usp0006w3c,2014-11-07T00:57:44.640Z,"30 km NNE of Om?d?yeh, Iran",earthquake,,,,5,reviewed,us,us
1995-04-22T00:21:48.670Z,30.892,49.908,25.3,5.3,mw,,,,1,us,usp0006w35,2022-04-29T17:25:57.199Z,"22 km NNE of Aghajari, Iran",earthquake,,,,,reviewed,us,hrv
1995-04-18T06:12:37.600Z,31.802,49.426,18.4,4.9,mb,,,,1.1,us,usp0006vur,2022-04-29T17:25:24.045Z,"18 km SE of Masjed Soleym?n, Iran",earthquake,,,,31,reviewed,us,us
1995-04-16T16:42:37.730Z,28.958,52.556,33,4.5,mb,,,,1,us,usp0006vsb,2014-11-07T00:57:42.838Z,"12 km N of F?r?z?b?d, Iran",earthquake,,,,8,reviewed,us,us
1995-04-02T18:09:58.710Z,28.983,52.569,33.6,4.5,mb,,,,0.7,us,usp0006v22,2014-11-07T00:57:38.249Z,"15 km N of F?r?z?b?d, Iran",earthquake,,11.9,,10,reviewed,us,us
1995-04-01T04:48:14.030Z,31.223,46.051,33,4.6,mb,,,,0.8,us,usp0006uzv,2020-09-15T17:49:30.992Z,"23 km SSW of Ash Sha?rah, Iraq",earthquake,,,,23,reviewed,us,us
1995-03-25T11:23:27.960Z,33.834,47.905,33,4.6,mb,,,,1.1,us,usp0006uqk,2014-11-07T00:57:33.278Z,"27 km SSW of N?r?b?d, Iran",earthquake,,,,15,reviewed,us,us
1995-03-22T06:28:36.860Z,30.209,51.04,33,4.8,mb,,,,0.9,us,usp0006ujd,2014-11-07T00:57:32.757Z,"28 km SE of Dogonbadan, Iran",earthquake,,,,43,reviewed,us,us
1995-03-03T13:51:22.380Z,34.599,45.203,33,4.5,mb,,,,1,us,usp0006trr,2014-11-07T00:57:27.668Z,"24 km ESE of Kifr?, Iraq",earthquake,,,,19,reviewed,us,us
1995-02-15T13:05:20.250Z,29.044,51.248,31.7,4.7,mb,,,,1.2,us,usp0006t05,2014-11-07T00:57:20.236Z,"25 km S of Bor?zj?n, Iran",earthquake,,,,48,reviewed,us,us
1995-01-27T21:07:55.910Z,28.07,56.81,42.4,4.6,mb,,,,1,us,usp0006rzd,2014-11-07T00:57:11.391Z,"107 km NNW of M?n?b, Iran",earthquake,,9.7,,31,reviewed,us,us
1995-01-24T06:58:57.280Z,27.317,55.542,33,4.5,mb,,,,1.3,us,usp0006rth,2014-11-07T00:57:10.691Z,"74 km W of Bandar Abbas, Iran",earthquake,,,,22,reviewed,us,us
1995-01-24T04:14:26.360Z,27.56,55.63,33,5,mw,,,,1,us,usp0006rte,2020-09-15T17:39:17.719Z,"76 km WNW of Bandar Abbas, Iran",earthquake,,,,,reviewed,us,hrv
1995-01-21T03:02:32.100Z,29.017,52.053,33,4.7,mb,,,,1.2,us,usp0006rnx,2014-11-07T00:57:10.031Z,"southern Iran",earthquake,,,,32,reviewed,us,us
1995-01-17T06:03:59.670Z,27.447,55.444,33,4.5,mb,,,,1.3,us,usp0006rfp,2014-11-07T00:57:09.023Z,"87 km WNW of Bandar Abbas, Iran",earthquake,,,,21,reviewed,us,us
1995-01-04T02:22:12.920Z,27.548,56.534,33,4.6,mb,,,,0.9,us,usp0006quk,2014-11-07T00:57:05.357Z,"47 km NNE of Bandar Abbas, Iran",earthquake,,,,31,reviewed,us,us
1995-01-03T11:21:45.130Z,27.74,56.294,41.2,4.5,mb,,,,0.9,us,usp0006qtg,2014-11-07T00:57:04.971Z,"61 km N of Bandar Abbas, Iran",earthquake,,12.7,,16,reviewed,us,us
1995-01-01T08:51:08.800Z,30.543,50.396,42.3,4.8,mb,,,,1.1,us,usp0006qq0,2014-11-07T00:57:03.267Z,"15 km ESE of Behbah?n, Iran",earthquake,,7.4,,40,reviewed,us,us
1994-12-15T23:24:48.690Z,28.956,52.641,33,4.7,mb,,,,0.9,us,usp0006q37,2014-11-07T00:56:58.175Z,"14 km NNE of F?r?z?b?d, Iran",earthquake,,,,39,reviewed,us,us
1994-12-14T20:43:53.720Z,35.104,58.633,33,5.3,mw,,,,1,us,usp0006q24,2022-04-28T17:18:06.722Z,"21 km SE of K?shmar, Iran",earthquake,,,,,reviewed,us,hrv
1994-12-13T17:33:23.490Z,27.288,54.883,33,4.9,mb,,,,1.3,us,usp0006q0p,2022-04-28T17:17:44.691Z,"80 km N of Bandar-e Lengeh, Iran",earthquake,,,,65,reviewed,us,us
1994-12-08T12:54:38.050Z,28.961,52.58,33,5,mb,,,,0.6,us,usp0006pt8,2022-04-28T17:17:02.918Z,"13 km N of F?r?z?b?d, Iran",earthquake,,,,24,reviewed,us,us
1994-12-07T21:52:10.310Z,30.928,51.145,28.3,4.9,mb,,,,1.2,us,usp0006psj,2022-04-28T17:16:54.939Z,"51 km NW of Yasuj, Iran",earthquake,,,,47,reviewed,us,us
1994-12-03T06:02:51.000Z,32.624,47.307,80.6,4.6,mb,,,,1,us,usp0006pkn,2020-09-15T17:31:27.596Z,"8 km SSE of Dehlor?n, Iran",earthquake,,15.9,,8,reviewed,us,us
1994-12-03T01:35:51.620Z,37.643,49.349,33,4.8,mb,,,,1.2,us,usp0006pke,2014-11-07T00:56:54.228Z,"21 km NNW of Bandar-e Anzal?, Iran",earthquake,,,,10,reviewed,us,us
1994-11-21T18:55:16.420Z,35.902,51.884,33,4.5,mb,,,,1,us,usp0006p0t,2014-11-07T00:56:49.750Z,"26 km NW of Dam?vand, Iran",earthquake,,,,23,reviewed,us,us
1994-11-19T02:18:01.390Z,27.818,56.887,33,4.6,mb,,,,0.9,us,usp0006nwp,2014-11-07T00:56:48.562Z,"78 km NNW of M?n?b, Iran",earthquake,,,,7,reviewed,us,us
1994-11-03T11:43:33.470Z,28.26,52.203,33,4.9,mb,,,,0.9,us,usp0006n2u,2014-11-07T00:56:38.733Z,"74 km SSW of F?r?z?b?d, Iran",earthquake,,,,47,reviewed,us,us
1994-11-02T12:31:01.030Z,38.152,48.315,10,5,mb,,,,1.4,us,usp0006n1q,2014-11-07T00:56:38.316Z,"11 km S of Ardab?l, Iran",earthquake,,,,27,reviewed,us,us
1994-10-27T13:19:11.390Z,31.43,49.409,33,4.6,mb,,,,0.7,us,usp0006msx,2014-11-07T00:56:34.026Z,"24 km NW of R?mhormoz, Iran",earthquake,,,,18,reviewed,us,us
1994-10-21T11:46:27.630Z,38.25,56.955,33,4.9,mb,,,,1,us,usp0006mfh,2014-11-07T00:56:32.459Z,"46 km WSW of Baharly, Turkmenistan",earthquake,,,,53,reviewed,us,us
1994-10-16T10:09:52.500Z,38.089,56.703,33,4.5,mb,,,,1.3,us,usp0006m6u,2014-11-07T00:56:31.529Z,"74 km WSW of Baharly, Turkmenistan",earthquake,,,,2,reviewed,us,us
1994-10-11T20:31:17.560Z,33.558,45.678,18,4.7,mb,,,,1.1,us,usp0006kzd,2020-04-16T18:49:30.467Z,"23 km SSE of Mandal?, Iraq",earthquake,,,,33,reviewed,us,us
1994-10-03T02:22:45.640Z,32.763,48.88,67.4,4.6,mb,,,,0.8,us,usp0006kbd,2014-11-07T00:56:26.006Z,"59 km NE of Shahrak-e K?l?r?, Iran",earthquake,,21,,5,reviewed,us,us
1994-10-01T08:25:14.750Z,27.149,57.548,46.4,5,mb,,,,0.9,us,usp0006k8m,2022-04-28T17:21:40.691Z,"45 km E of M?n?b, Iran",earthquake,,,,44,reviewed,us,us
1994-09-27T14:32:53.680Z,31.661,49.176,41.8,4.5,mb,,,,1.5,us,usp0006k3a,2014-11-07T00:56:20.601Z,"32 km SSW of Masjed Soleym?n, Iran",earthquake,,15.4,,7,reviewed,us,us
1994-09-20T05:51:46.080Z,32.501,48.77,33,5.2,mw,,,,1.2,us,usp0006jr5,2022-04-28T17:32:20.818Z,"32 km ENE of Shahrak-e K?l?r?, Iran",earthquake,,,,,reviewed,us,hrv
