time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1992-09-09T17:12:59.680Z,36.884,55.225,47.6,4.9,mb,,,,1.3,us,usp0005dt2,2014-11-07T00:51:27.080Z,"22 km SSE of ?z?dshahr, Iran",earthquake,,12.2,,49,reviewed,us,us
1992-09-08T00:38:15.420Z,29.134,52.187,17.5,5.2,mb,,,,1,us,usp0005dqr,2022-04-28T18:35:19.767Z,"49 km NW of F?r?z?b?d, Iran",earthquake,,,,91,reviewed,us,us
1992-09-06T08:42:07.090Z,33.827,56.899,21.7,4.8,mb,,,,1.1,us,usp0005dn0,2014-11-07T00:51:25.127Z,"25 km N of Tabas, Iran",earthquake,,,,48,reviewed,us,us
1992-08-29T07:23:01.240Z,37.529,56.517,33,4.7,mb,,,,1.1,us,usp0005d8k,2014-11-07T00:51:19.864Z,"72 km W of Bojn?rd, Iran",earthquake,,,,13,reviewed,us,us
1992-08-15T23:26:10.770Z,28.595,50.963,33,4.5,mb,,,,1,us,usp0005ch6,2014-11-07T00:51:16.308Z,"43 km SSE of Bushehr, Iran",earthquake,,,,8,reviewed,us,us
1992-08-15T14:15:17.890Z,28.533,51.203,43.1,4.8,mb,,,,1.1,us,usp0005cgd,2014-11-07T00:51:16.180Z,"60 km SE of Bushehr, Iran",earthquake,,17.7,,8,reviewed,us,us
1992-05-31T23:58:44.160Z,34.174,46.812,33,4.5,mb,,,,1,us,usp00058gg,2014-11-07T00:50:43.202Z,"28 km SW of Kermanshah, Iran",earthquake,,,,9,reviewed,us,us
1992-05-26T20:54:35.160Z,30.455,50.673,47.3,4.7,mb,,,,1,us,usp000584v,2014-11-07T00:50:41.579Z,"16 km NW of Dogonbadan, Iran",earthquake,,10.3,,8,reviewed,us,us
1992-05-19T12:24:57.400Z,28.295,55.594,33,5.6,mw,,,,1.1,us,usp00057pv,2022-04-28T18:47:39.715Z,"114 km ESE of D?r?b, Iran",earthquake,,,,,reviewed,us,hrv
1992-05-17T03:55:41.890Z,24.953,63.263,30.4,4.9,mb,,,,1,us,usp00057gg,2014-11-07T00:50:38.108Z,"40 km SSW of Pasni, Pakistan",earthquake,,,,29,reviewed,us,us
1992-05-09T06:27:32.090Z,32.62,47.563,43.5,4.9,mb,,,,1,us,usp000573j,2014-11-07T00:50:36.510Z,"28 km ESE of Dehlor?n, Iran",earthquake,,8.5,,44,reviewed,us,us
1992-05-05T15:54:16.690Z,29.456,51.125,66.7,4.5,mb,,,,1.2,us,usp00056yf,2014-11-07T00:50:35.663Z,"22 km NNW of Bor?zj?n, Iran",earthquake,,10.5,,4,reviewed,us,us
1992-05-05T13:57:51.260Z,29.74,50.837,40.3,4.6,mb,,,,1.1,us,usp00056yb,2014-11-07T00:50:35.643Z,"35 km ENE of Bandar-e Gen?veh, Iran",earthquake,,12.1,,18,reviewed,us,us
1992-05-05T11:15:57.630Z,30.091,50.55,42.4,4.6,mb,,,,0.5,us,usp00056y8,2014-11-07T00:50:35.634Z,"38 km SW of Dogonbadan, Iran",earthquake,,20,,6,reviewed,us,us
1992-05-05T10:13:23.640Z,29.496,50.857,33,4.8,mb,,,,1.2,us,usp00056y3,2014-11-07T00:50:35.594Z,"34 km ESE of Bandar-e Gen?veh, Iran",earthquake,,,,4,reviewed,us,us
1992-04-19T04:54:23.810Z,31.401,47.991,73.3,4.5,mb,,,,1.7,us,usp0005602,2014-11-07T00:50:28.152Z,"26 km SW of S?sangerd, Iran",earthquake,,23.5,,6,reviewed,us,us
1992-04-10T08:45:00.220Z,29.209,52.606,10,4.6,mb,,,,1.2,us,usp00055kc,2014-11-07T00:50:26.122Z,"17 km WSW of Akbar?b?d, Iran",earthquake,,,,27,reviewed,us,us
1992-03-27T11:18:06.800Z,28.184,55.534,36.7,4.8,mb,,,,0.8,us,usp00054xb,2014-11-07T00:50:19.438Z,"115 km ESE of D?r?b, Iran",earthquake,,,,43,reviewed,us,us
1992-03-13T19:30:24.180Z,36.705,45.207,33,4.9,mb,,,,1.3,us,usp000547p,2014-11-07T00:50:15.844Z,"5 km E of Piranshahr, Iran",earthquake,,,,13,reviewed,us,us
1992-03-04T11:57:53.040Z,31.726,50.778,17.9,5.1,mw,,,,1.2,us,usp00053vh,2022-04-28T18:51:16.877Z,"55 km WSW of Bor?jen, Iran",earthquake,,,,,reviewed,us,hrv
1992-03-03T18:35:02.470Z,28.353,57.143,33,4.8,mb,,,,1.1,us,usp00053u9,2022-04-28T18:51:12.642Z,"107 km SSE of K?h Sef?d, Iran",earthquake,,,,33,reviewed,us,us
1992-02-23T12:03:11.790Z,36.391,49.179,10,4.5,mb,,,,1.4,us,usp00053dv,2014-11-07T00:50:07.782Z,"8 km N of Alvand, Iran",earthquake,,,,9,reviewed,us,us
1992-02-10T16:38:38.190Z,30.193,57.478,43.5,4.6,mb,,,,1,us,usp00052vt,2014-11-07T00:50:05.195Z,"39 km ESE of Kerman, Iran",earthquake,,12.2,,19,reviewed,us,us
1992-02-06T02:18:15.780Z,28.352,52.597,40.7,4.8,ms,,,,0.6,us,usp00052pb,2014-11-07T00:50:03.799Z,"54 km S of F?r?z?b?d, Iran",earthquake,,10,,1,reviewed,us,us
1992-01-30T05:22:01.410Z,24.958,63.141,29.1,5.9,mw,,,,0.9,us,usp00052e0,2022-04-28T18:56:35.403Z,"47 km SW of Pasni, Pakistan",earthquake,,,,,reviewed,us,hrv
1992-01-25T13:20:07.840Z,35.592,56.083,33,4.8,mb,,,,0.8,us,usp000527s,2014-11-07T00:49:56.690Z,"135 km SE of Shahrud, Iran",earthquake,,,,3,reviewed,us,us
1992-01-16T10:20:47.420Z,32.05,59.924,15.1,4.9,mb,,,,0.9,us,usp00051uw,2022-04-28T18:56:19.822Z,"112 km SE of B?rjand, Iran",earthquake,,,,37,reviewed,us,us
1991-12-19T18:55:17.480Z,28.102,57.304,27.1,5.4,mw,,,,1.1,us,usp00050p9,2022-04-28T18:58:01.995Z,"109 km NNE of M?n?b, Iran",earthquake,,,,,reviewed,us,hrv
1991-12-18T16:42:21.520Z,36.596,49.65,33,4.6,mb,,,,1.1,us,usp00050mm,2014-11-07T00:49:45.276Z,"26 km SE of P?deg?n-e Manj?l, Iran",earthquake,,,,24,reviewed,us,us
1991-12-14T14:30:43.430Z,33.231,47.607,23.3,4.9,mb,,,,1.1,us,usp00050ez,2022-04-28T18:57:34.002Z,"23 km ENE of Darreh Shahr, Iran",earthquake,,,,47,reviewed,us,us
1991-12-14T10:30:12.740Z,27.592,56.355,33,4.5,mb,,,,0.8,us,usp00050eh,2014-11-07T00:49:44.439Z,"45 km N of Bandar Abbas, Iran",earthquake,,,,16,reviewed,us,us
1991-12-14T05:53:05.530Z,35.044,57.59,33,4.9,mb,,,,1.6,us,usp00050e5,2014-11-07T00:49:44.394Z,"42 km SW of Bardaskan, Iran",earthquake,,,,5,reviewed,us,us
1991-12-07T14:22:32.270Z,25.191,62.974,29.9,5.6,mw,,,,1,us,usp0005051,2022-04-28T18:57:15.093Z,"50 km W of Pasni, Pakistan",earthquake,,,,,reviewed,us,hrv
1991-12-01T09:17:27.040Z,36.373,45.036,34.9,4.7,mb,,,,1.2,us,usp0004zw8,2014-11-07T00:49:39.742Z,"37 km SSW of Piranshahr, Iran",earthquake,,10.6,,37,reviewed,us,us
1991-11-29T21:24:55.230Z,30.129,50.838,13.7,4.9,mb,,,,1,us,usp0004zu8,2022-04-28T19:00:26.451Z,"25 km S of Dogonbadan, Iran",earthquake,,,,42,reviewed,us,us
1991-11-28T17:19:55.530Z,36.924,49.603,15.7,5.6,mw,,,,1,us,usp0004zsx,2022-04-28T19:00:25.275Z,"26 km NE of P?deg?n-e Manj?l, Iran",earthquake,,,,,reviewed,us,hrv
1991-11-25T10:39:00.510Z,37.147,55.637,33,4.7,mb,,,,1,us,usp0004zms,2014-11-07T00:49:36.246Z,"28 km SSE of Kal?leh, Iran",earthquake,,,,24,reviewed,us,us
1991-11-18T22:18:03.890Z,28.032,55.31,65.4,4.7,mb,,,,1.1,us,usp0004zaq,2014-11-07T00:49:35.256Z,"109 km SE of D?r?b, Iran",earthquake,,9.3,,14,reviewed,us,us
1991-11-13T21:04:29.000Z,30.751,50.082,33,5.1,mb,,,,1.1,us,usp0004z47,2022-04-28T18:59:39.529Z,"23 km NW of Behbah?n, Iran",earthquake,,,,47,reviewed,us,us
1991-11-11T07:17:01.110Z,30.569,50.226,51.3,4.5,mb,,,,1.3,us,usp0004z1c,2014-11-07T00:49:33.888Z,"3 km SSW of Behbah?n, Iran",earthquake,,11.2,,1,reviewed,us,us
1991-11-10T15:19:14.280Z,30.585,50.268,43.6,5,mb,,,,1.1,us,usp0004z0g,2022-04-28T18:59:18.622Z,"2 km ESE of Behbah?n, Iran",earthquake,,5.2,,63,reviewed,us,us
1991-11-05T07:49:49.100Z,30.604,50.169,37.7,5,mb,,,,1.1,us,usp0004yu9,2022-04-28T18:59:04.385Z,"7 km W of Behbah?n, Iran",earthquake,,5.8,,35,reviewed,us,us
1991-11-04T04:09:43.370Z,30.673,50.147,48.5,4.9,mb,,,,1.2,us,usp0004ysr,2014-11-07T00:49:32.122Z,"12 km NW of Behbah?n, Iran",earthquake,,7.5,,18,reviewed,us,us
1991-11-04T03:04:05.050Z,30.922,50.135,35.4,4.6,mb,,,,1.1,us,usp0004ysq,2014-11-07T00:49:32.112Z,"37 km NNW of Behbah?n, Iran",earthquake,,11.5,,10,reviewed,us,us
1991-11-04T01:50:31.630Z,30.666,50.218,38.5,5.6,mw,,,,1.2,us,usp0004ysk,2022-04-28T18:58:37.653Z,"8 km NNW of Behbah?n, Iran",earthquake,,4.6,,,reviewed,us,hrv
1991-11-01T06:28:14.170Z,30.708,50.06,33,4.8,mb,,,,1.3,us,usp0004ypg,2014-11-07T00:49:30.594Z,"21 km NW of Behbah?n, Iran",earthquake,,,,5,reviewed,us,us
1991-10-31T14:35:07.820Z,30.541,50.163,24.3,4.9,mb,,,,1.2,us,usp0004ynz,2022-04-28T19:03:16.430Z,"9 km SW of Behbah?n, Iran",earthquake,,,,35,reviewed,us,us
1991-10-29T04:21:57.520Z,27.203,55.743,33,4.6,mb,,,,1.2,us,usp0004yjd,2014-11-07T00:49:28.193Z,"53 km W of Bandar Abbas, Iran",earthquake,,,,5,reviewed,us,us
1991-10-28T11:47:24.690Z,34.137,46.865,35.9,4.5,mb,,,,1.4,us,usp0004yh5,2014-11-07T00:49:28.108Z,"26 km SW of Kermanshah, Iran",earthquake,,9.1,,5,reviewed,us,us
1991-10-23T20:45:07.750Z,33.082,57.32,33,4.6,mb,,,,0.7,us,usp0004y88,2014-11-07T00:49:26.993Z,"67 km SSE of Tabas, Iran",earthquake,,,,33,reviewed,us,us
1991-10-23T20:41:57.190Z,33.135,57.245,33,4.5,mb,,,,0.8,us,usp0004y87,2014-11-07T00:49:26.990Z,"59 km SSE of Tabas, Iran",earthquake,,,,9,reviewed,us,us
1991-10-13T15:38:23.340Z,27.789,53.017,21.8,4.7,mb,,,,1.3,us,usp0004xsd,2014-11-07T00:49:23.741Z,"29 km NNE of Mohr, Iran",earthquake,,10.4,,6,reviewed,us,us
1991-10-11T03:14:41.090Z,31.658,50.742,38.1,5.2,mb,,,,1.1,us,usp0004xnv,2022-04-28T19:01:14.425Z,"61 km WSW of Bor?jen, Iran",earthquake,,5.6,,37,reviewed,us,us
1991-09-27T15:07:00.160Z,28.806,51.027,33,4.9,mb,,,,1.5,us,usp0004x46,2014-11-07T00:49:17.658Z,"25 km SE of Bushehr, Iran",earthquake,,,,3,reviewed,us,us
1991-09-22T02:08:20.050Z,39.65,51.84,64.1,4.8,mb,,,,0.9,us,usp0004wwr,2022-04-28T19:04:17.178Z,"104 km WSW of Türkmenba?y, Turkmenistan",earthquake,,,,49,reviewed,us,us
1991-09-21T07:15:57.700Z,32.148,49.033,33,4.5,mb,,,,0.4,us,usp0004wvc,2014-11-07T00:49:16.092Z,"20 km ENE of Sh?shtar, Iran",earthquake,,,,2,reviewed,us,us
1991-09-19T06:56:29.460Z,28.207,55.27,50.7,4.6,mb,,,,1.3,us,usp0004wt2,2014-11-07T00:49:15.896Z,"93 km SE of D?r?b, Iran",earthquake,,13,,4,reviewed,us,us
1991-09-16T13:23:38.940Z,28.999,51.321,33,5,ms,,,,1.2,us,usp0004wpz,2022-04-28T17:24:25.495Z,"31 km SSE of Bor?zj?n, Iran",earthquake,,,,12,reviewed,us,us
1991-09-08T04:20:35.050Z,35.326,53.314,66.1,4.5,mb,,,,0.5,us,usp0004wd4,2014-11-07T00:49:14.284Z,"28 km SSW of Semnan, Iran",earthquake,,6.3,,11,reviewed,us,us
1991-08-28T00:51:53.280Z,24.671,62.708,33,4.5,mb,,,,0.7,us,usp0004vyf,2014-11-07T00:49:08.134Z,"63 km SE of Gwadar, Pakistan",earthquake,,,,20,reviewed,us,us
1991-08-23T22:14:20.600Z,35.905,53.25,33,4.7,mb,,,,1.1,us,usp0004vs6,2014-11-07T00:49:07.394Z,"23 km NNW of Mahdishahr, Iran",earthquake,,,,3,reviewed,us,us
1991-07-24T18:37:01.590Z,36.584,43.937,33,4.6,mb,,,,1.2,us,usp0004ukn,2014-11-07T00:48:57.798Z,"19 km S of ‘Aqrah, Iraq",earthquake,,,,6,reviewed,us,us
1991-07-24T10:08:36.660Z,36.615,43.968,33,4.7,mb,,,,1,us,usp0004uk4,2014-11-07T00:48:57.747Z,"17 km SSE of ‘Aqrah, Iraq",earthquake,,,,10,reviewed,us,us
1991-07-24T09:45:41.890Z,36.52,44.066,25.5,5.5,mw,,,,1.1,us,usp0004uk3,2022-04-28T19:08:49.664Z,"30 km SSE of ‘Aqrah, Iraq",earthquake,,,,,reviewed,us,hrv
1991-07-14T05:51:26.000Z,33.38,57.211,33,4.5,mb,,,,0.6,us,usp0004u5d,2014-11-07T00:48:54.999Z,"35 km SE of Tabas, Iran",earthquake,,,,20,reviewed,us,us
1991-07-07T17:26:15.470Z,33.427,48.314,64,4.5,mb,,,,1.5,us,usp0004tvs,2014-11-07T00:48:53.062Z,"7 km SSW of Khorramabad, Iran",earthquake,,13.7,,13,reviewed,us,us
1991-07-05T13:52:17.780Z,36.727,45.219,11,4.8,mb,,,,1.2,us,usp0004ttp,2014-11-07T00:48:52.642Z,"7 km ENE of Piranshahr, Iran",earthquake,,,,45,reviewed,us,us
1991-07-04T10:17:47.500Z,28.063,57.314,38.8,4.8,mb,,,,1,us,usp0004tsa,2022-04-28T19:06:49.677Z,"105 km NNE of M?n?b, Iran",earthquake,,,,37,reviewed,us,us
1991-06-24T06:10:07.050Z,27.741,56.571,33,4.8,mb,,,,1.1,us,usp0004tbb,2022-04-28T19:12:25.571Z,"67 km NNE of Bandar Abbas, Iran",earthquake,,,,28,reviewed,us,us
1991-06-19T23:17:12.990Z,33.703,47.037,10,4.6,mb,,,,1.3,us,usp0004t65,2014-11-07T00:48:45.989Z,"56 km WNW of K?hdasht, Iran",earthquake,,,,4,reviewed,us,us
1991-06-10T17:15:46.540Z,30.919,51.948,33,4.5,mb,,,,1.1,us,usp0004srh,2014-11-07T00:48:44.007Z,"44 km NE of Yasuj, Iran",earthquake,,,,4,reviewed,us,us
1991-05-29T23:09:29.990Z,27.056,53.633,40.1,4.7,mb,,,,0.9,us,usp0004s8m,2014-11-07T00:48:38.029Z,"67 km NW of K?sh, Iran",earthquake,,8.2,,27,reviewed,us,us
1991-05-27T12:02:25.710Z,32.924,56.328,33,4.6,mb,,,,1.5,us,usp0004s51,2014-11-07T00:48:37.668Z,"92 km SW of Tabas, Iran",earthquake,,,,3,reviewed,us,us
1991-05-24T12:59:06.210Z,37.079,58.578,10,4.5,mb,,,,1.1,us,usp0004s1g,2014-11-07T00:48:37.186Z,"6 km ESE of Q?ch?n, Iran",earthquake,,,,6,reviewed,us,us
1991-05-22T16:29:02.360Z,27.406,55.787,24.6,5.4,mw,,,,0.9,us,usp0004rz7,2022-04-28T19:14:59.405Z,"54 km WNW of Bandar Abbas, Iran",earthquake,,,,,reviewed,us,hrv
1991-05-22T03:31:24.250Z,28.12,54.214,23.2,4.7,ms,,,,1,us,usp0004ryf,2022-04-28T19:14:53.207Z,"50 km N of Ger?sh, Iran",earthquake,,,,5,reviewed,us,us
1991-05-20T20:54:04.030Z,27.666,56.379,33,4.5,mb,,,,0.9,us,usp0004rwj,2014-11-07T00:48:36.209Z,"54 km N of Bandar Abbas, Iran",earthquake,,,,20,reviewed,us,us
1991-05-06T18:33:45.670Z,30.987,49.736,33,4.6,mb,,,,1,us,usp0004rb5,2014-11-07T00:48:33.254Z,"25 km N of Om?d?yeh, Iran",earthquake,,,,17,reviewed,us,us
1991-04-19T11:17:35.490Z,33.51,56.838,33,4.6,mb,,,,1.4,us,usp0004qhk,2014-11-07T00:48:24.224Z,"12 km SW of Tabas, Iran",earthquake,,,,5,reviewed,us,us
1991-04-11T16:02:16.360Z,27.608,56.509,47.9,4.7,mb,,,,0.8,us,usp0004q72,2022-04-28T19:17:28.435Z,"51 km NNE of Bandar Abbas, Iran",earthquake,,8.5,,34,reviewed,us,us
1991-04-05T09:15:28.880Z,29.138,51.399,39.2,5.1,mb,,,,1.1,us,usp0004pz8,2022-04-28T19:16:35.530Z,"22 km SE of Bor?zj?n, Iran",earthquake,,9.4,,31,reviewed,us,us
1991-04-05T05:38:17.890Z,29.085,51.345,34.8,4.9,mb,,,,1,us,usp0004pyv,2022-04-28T17:24:48.583Z,"23 km SSE of Bor?zj?n, Iran",earthquake,,9.5,,19,reviewed,us,us
1991-04-01T03:40:17.570Z,37.251,57.408,33,4.5,mb,,,,0.8,us,usp0004ptg,2014-11-07T00:48:17.051Z,"21 km NNW of Esfar?yen, Iran",earthquake,,,,6,reviewed,us,us
1991-03-10T00:53:47.760Z,31.804,50.184,36.5,4.7,mb,,,,1.1,us,usp0004nvp,2014-11-07T00:48:10.904Z,"61 km SW of F?rs?n, Iran",earthquake,,10.5,,12,reviewed,us,us
1991-02-21T21:59:02.800Z,29.742,51.897,33,4.5,mb,,,,1,us,usp0004n8m,2014-11-07T00:48:04.327Z,"27 km ENE of K?zer?n, Iran",earthquake,,,,3,reviewed,us,us
1991-02-14T21:55:59.730Z,34.182,46.241,40.9,4.7,mb,,,,1.3,us,usp0004my3,2014-11-07T00:48:00.057Z,"46 km SE of Sarpol-e Z?ah?b, Iran",earthquake,,11.8,,24,reviewed,us,us
1991-02-14T08:25:55.550Z,30.327,50.846,25,5.4,mb,,,,1,us,usp0004mxe,2022-04-28T19:23:03.641Z,"5 km SE of Dogonbadan, Iran",earthquake,,,,74,reviewed,us,us
1991-01-30T23:42:16.250Z,28.043,55.957,33,4.6,mb,,,,1.4,us,usp0004mcb,2014-11-07T00:47:53.818Z,"100 km NNW of Bandar Abbas, Iran",earthquake,,,,3,reviewed,us,us
1991-01-30T05:09:08.010Z,29.118,51.391,21.8,4.5,mb,,,,1.3,us,usp0004mbc,2014-11-07T00:47:53.700Z,"24 km SE of Borāzjān, Iran",earthquake,,12.2,,11,reviewed,us,us
1991-01-22T12:04:22.500Z,35.574,52.402,13.4,4.6,mb,,,,0.7,us,usp0004m17,2014-11-07T00:47:52.105Z,"25 km SSW of Soleh Bon, Iran",earthquake,,7.7,,7,reviewed,us,us
1991-01-19T10:08:25.210Z,26.012,60.762,33,4.8,mb,,,,0.8,us,usp0004kw4,2014-11-07T00:47:50.961Z,"26 km S of Qa?r-e Qand, Iran",earthquake,,,,29,reviewed,us,us
1991-01-09T19:39:43.660Z,33.858,57.337,41.2,4.6,mb,,,,1.2,us,usp0004kev,2014-11-07T00:47:48.807Z,"48 km NE of Tabas, Iran",earthquake,,15.8,,4,reviewed,us,us
1991-01-01T19:18:56.480Z,39.822,48.439,60.7,4.9,mb,,,,1.2,us,usp0004k2r,2014-11-07T00:47:43.964Z,"7 km SSE of ?hm?db?yli, Azerbaijan",earthquake,,,,43,reviewed,us,us
1990-12-29T15:34:16.080Z,32.602,47.896,57.4,5.1,mb,,,,0.9,us,usp0004jy4,2022-04-28T19:32:46.922Z,"55 km NW of Sh?sh, Iran",earthquake,,5.4,,58,reviewed,us,us
1990-12-29T07:36:30.880Z,28.253,55.296,33,4.6,mb,,,,1,us,usp0004jxg,2014-11-07T00:47:40.323Z,"92 km SE of D?r?b, Iran",earthquake,,,,16,reviewed,us,us
1990-12-28T04:03:53.650Z,37.106,49.227,10,5,mb,,,,1.2,us,usp0004jvv,2022-04-28T19:32:42.153Z,"15 km SSW of F?man, Iran",earthquake,,,,27,reviewed,us,us
1990-12-27T13:26:57.110Z,36.539,48.907,10,4.7,mb,,,,0.9,us,usp0004juu,2014-11-07T00:47:39.965Z,"33 km NW of Alvand, Iran",earthquake,,,,6,reviewed,us,us
1990-12-22T23:25:28.610Z,28.985,51.375,38.1,4.8,mb,,,,1.1,us,usp0004jmh,2014-11-07T00:47:38.903Z,"35 km SSE of Bor?zj?n, Iran",earthquake,,8.4,,16,reviewed,us,us
1990-12-17T02:45:35.060Z,29.155,51.248,33,4.7,mb,,,,1.2,us,usp0004j81,2014-11-07T00:47:37.564Z,"13 km SSE of Bor?zj?n, Iran",earthquake,,,,18,reviewed,us,us
1990-12-17T02:18:38.050Z,29.079,51.26,30.6,4.8,mb,,,,1.1,us,usp0004j7z,2014-11-07T00:47:37.554Z,"21 km S of Bor?zj?n, Iran",earthquake,,7.7,,36,reviewed,us,us
1990-12-16T22:18:49.880Z,29.044,51.304,15.4,5.7,mw,,,,1.2,us,usp0004j7k,2022-04-28T19:31:07.333Z,"26 km SSE of Bor?zj?n, Iran",earthquake,,,,,reviewed,us,hrv
1990-12-10T01:27:29.900Z,28.074,57.01,51,4.7,mb,,,,1.1,us,usp0004hxf,2014-11-07T00:47:35.827Z,"104 km N of M?n?b, Iran",earthquake,,9.4,,10,reviewed,us,us
1990-11-30T11:39:09.760Z,27.72,64,33,4.5,mb,,,,1.3,us,usp0004hkj,2014-11-07T00:47:29.394Z,"135 km SSW of Dalbandin, Pakistan",earthquake,,,,7,reviewed,us,us
1990-11-21T03:42:38.510Z,28.367,55.551,57.2,4.6,mb,,,,0.8,us,usp0004h5n,2014-11-07T00:47:27.935Z,"107 km ESE of D?r?b, Iran",earthquake,,7.8,,23,reviewed,us,us
1990-11-06T23:38:23.530Z,34.126,63.219,179.2,4.5,mb,,,,0.4,us,usp0004gkr,2014-11-07T00:47:25.232Z,"70 km SE of Karukh, Afghanistan",earthquake,,11.2,,2,reviewed,us,us
1990-11-06T19:30:20.070Z,28.237,55.365,17.9,5.7,ms,,,,1.1,us,usp0004gkg,2022-04-28T19:33:07.286Z,"98 km SE of D?r?b, Iran",earthquake,,,,2,reviewed,us,us
1990-11-06T18:45:52.230Z,28.251,55.462,10.6,6.6,mw,,,,1,us,usp0004gkf,2022-04-28T19:33:06.147Z,"105 km ESE of D?r?b, Iran",earthquake,,,,,reviewed,us,hrv
1990-11-05T02:21:42.370Z,27.006,53.44,39.8,4.5,mb,,,,1.1,us,usp0004ghs,2014-11-07T00:47:24.393Z,"76 km NW of K?sh, Iran",earthquake,,12.4,,12,reviewed,us,us
1990-10-26T22:18:09.150Z,28.355,52.4,26.2,4.6,mb,,,,1.3,us,usp0004g71,2014-11-07T00:47:18.915Z,"56 km SSW of F?r?z?b?d, Iran",earthquake,,10.7,,14,reviewed,us,us
1990-10-26T21:40:53.310Z,29.711,50.845,33,4.6,mb,,,,1.3,us,usp0004g70,2014-11-07T00:47:18.913Z,"34 km ENE of Bandar-e Gen?veh, Iran",earthquake,,,,6,reviewed,us,us
1990-10-25T14:15:29.370Z,28.307,54.198,45.4,4.7,mb,,,,1.1,us,usp0004g55,2014-11-07T00:47:18.395Z,"59 km SW of D?r?b, Iran",earthquake,,8.6,,23,reviewed,us,us
1990-10-22T03:50:20.330Z,36.933,49.298,10,4.7,mb,,,,1,us,usp0004g19,2014-11-07T00:47:17.869Z,"23 km NNW of P?deg?n-e Manj?l, Iran",earthquake,,,,28,reviewed,us,us
1990-10-19T23:39:21.470Z,30.317,57.474,33,4.7,mb,,,,1.2,us,usp0004fyf,2022-04-28T19:36:07.107Z,"38 km E of Kerman, Iran",earthquake,,,,15,reviewed,us,us
1990-10-17T21:50:45.870Z,34.646,58.226,11.6,4.6,mb,,,,1.2,us,usp0004fve,2014-11-07T00:47:17.315Z,"53 km NW of Gon?b?d, Iran",earthquake,,,,7,reviewed,us,us
1990-10-17T17:06:27.840Z,36.9,49.344,21.1,4.5,mb,,,,1.2,us,usp0004fv8,2014-11-07T00:47:17.304Z,"18 km NNW of P?deg?n-e Manj?l, Iran",earthquake,,,,8,reviewed,us,us
1990-10-15T19:06:52.680Z,33.64,56.808,33,5.1,mw,,,,1.1,us,usp0004ft4,2022-04-28T19:35:45.373Z,"11 km WNW of Tabas, Iran",earthquake,,,,,reviewed,us,hrv
1990-10-12T13:30:33.160Z,32.721,48.342,47.4,4.6,mb,,,,1.5,us,usp0004fnu,2014-11-07T00:47:16.484Z,"42 km NNW of Shahrak-e K?l?r?, Iran",earthquake,,22.4,,4,reviewed,us,us
1990-10-12T01:49:19.500Z,29.076,60.977,28.7,4.8,mb,,,,1.1,us,usp0004fn9,2014-11-07T00:47:16.432Z,"47 km SSE of Zahedan, Iran",earthquake,,,,16,reviewed,us,us
1990-10-11T13:57:05.100Z,32.838,48.212,45.9,5,mw,,,,0.9,us,usp0004fms,2022-04-28T19:35:34.851Z,"59 km NNW of Shahrak-e K?l?r?, Iran",earthquake,,5.1,,,reviewed,us,hrv
1990-10-07T14:47:51.580Z,27.043,53.003,33,4.5,mb,,,,1,us,usp0004ffp,2014-11-07T00:47:15.569Z,"57 km SSE of Mohr, Iran",earthquake,,,,19,reviewed,us,us
1990-10-01T20:42:38.240Z,30.264,49.942,33,4.9,mb,,,,1.5,us,usp0004f8q,2014-11-07T00:47:11.984Z,"46 km SW of Behbah?n, Iran",earthquake,,,,2,reviewed,us,us
1990-09-30T06:24:03.940Z,29.028,60.855,33,4.9,mb,,,,0.9,us,usp0004f6t,2014-11-07T00:47:08.817Z,"51 km S of Zahedan, Iran",earthquake,,,,24,reviewed,us,us
1990-09-29T17:53:09.400Z,28.896,60.849,33,4.8,mb,,,,1.2,us,usp0004f68,2014-11-07T00:47:08.740Z,"66 km S of Zahedan, Iran",earthquake,,,,6,reviewed,us,us
1990-09-29T03:33:15.740Z,28.894,60.97,33,4.7,mb,,,,0.9,us,usp0004f5m,2014-11-07T00:47:08.672Z,"67 km S of Zahedan, Iran",earthquake,,,,6,reviewed,us,us
1990-09-27T12:34:52.970Z,28.975,60.76,33,4.8,mb,,,,1.2,us,usp0004f41,2014-11-07T00:47:08.427Z,"58 km S of Zahedan, Iran",earthquake,,,,17,reviewed,us,us
1990-09-26T20:16:24.230Z,26.804,57.453,33,4.6,mb,,,,1,us,usp0004f39,2014-11-07T00:47:08.364Z,"51 km SE of M?n?b, Iran",earthquake,,,,8,reviewed,us,us
1990-09-26T15:32:40.260Z,29.147,60.906,33,5.6,mw,,,,1.1,us,usp0004f2z,2022-04-28T19:38:52.803Z,"38 km S of Zahedan, Iran",earthquake,,,,,reviewed,us,hrv
1990-09-25T12:12:15.300Z,36.79,49.855,10,4.8,mb,,,,1.4,us,usp0004f1z,2014-11-07T00:47:08.213Z,"39 km E of P?deg?n-e Manj?l, Iran",earthquake,,,,34,reviewed,us,us
1990-09-24T19:51:51.200Z,28.283,56.918,33,4.7,mb,,,,0.9,us,usp0004f16,2014-11-07T00:47:08.132Z,"110 km S of K?h Sef?d, Iran",earthquake,,,,21,reviewed,us,us
