Grid_ID,Lon_start,Lon_end,Lat_start,Lat_end,Earthquake_count,FD_bw_2.3,FD_bw_1.3,FD_bw_5.0,FD_bw_0.4,FD_bw_0.3,FD_bw_0.2,FD_bw_0.1,FD_bw_0.5,FD_bw_0.6,FD_bw_1.6,FD_bw_4.2,FD_bw_1.5,FD_bw_0.9,FD_bw_4.7,FD_bw_4.1,FD_bw_4.4,FD_bw_1.1,FD_bw_1.9,FD_bw_0.8,FD_bw_0.7,FD_bw_3.6,FD_bw_1.7,FD_bw_4.8,FD_bw_1.8,FD_bw_3.0,FD_bw_2.6,FD_bw_3.8,FD_bw_2.2,FD_bw_3.4,FD_bw_3.1
grid_245,119.0,120.0,0.0,1.0,80,,,,,0.7105960790845067,0.7082746709271367,0.6197317894752354,,,,,,,,,,,,,,,,,,,,,,,
grid_246,119.0,120.0,1.0,2.0,7,,,,0.7716671836008777,,0.6192652901205745,0.47092003003861616,,,,,,,,,,,,,,,,,,,,,,,
grid_247,119.0,120.0,5.0,6.0,3,,,,,0.6507492480423509,0.6640501001771247,0.6666666494868921,,,,,,,,,,,,,,,,,,,,,,,
grid_248,120.0,121.0,-11.0,-10.0,158,,,,,0.7792416670656841,0.6955705246338721,0.5518180967400522,,,,,,,,,,,,,,,,,,,,,,,
grid_249,120.0,121.0,-10.0,-9.0,99,,,,,0.618756448821019,0.6086825782599943,0.5298413475167225,,,,,,,,,,,,,,,,,,,,,,,
grid_250,120.0,121.0,-9.0,-8.0,252,,,,,0.6835665872509881,0.6303367360171953,0.49485153278600125,,,,,,,,,,,,,,,,,,,,,,,
grid_251,120.0,121.0,-8.0,-7.0,256,,,,,0.6780136268619273,0.5882780146952189,0.4578237208883406,,,,,,,,,,,,,,,,,,,,,,,
grid_252,120.0,121.0,-7.0,-6.0,8,,,,,0.644780539763546,0.6352562992174671,0.5458698977669212,,,,,,,,,,,,,,,,,,,,,,,
grid_253,120.0,121.0,-6.0,-5.0,4,,,,,,0.6215261830468701,0.5077216284887291,0.6761791959719494,,,,,,,,,,,,,,,,,,,,,,
grid_254,120.0,121.0,-5.0,-4.0,5,,,,,0.7689989477887853,0.779607079597872,0.757918527945739,,,,,,,,,,,,,,,,,,,,,,,
grid_255,120.0,121.0,-4.0,-3.0,3,,,,0.6280649960934531,,,,0.6095856018547194,0.5973637070278365,,,,,,,,,,,,,,,,,,,,,
grid_256,120.0,121.0,-3.0,-2.0,46,,,,,0.7180618051084676,0.6269953097975504,0.5038107450511518,,,,,,,,,,,,,,,,,,,,,,,
grid_257,120.0,121.0,-2.0,-1.0,256,,,,,0.6761637366896036,0.6145869792644791,0.5024869004488932,,,,,,,,,,,,,,,,,,,,,,,
grid_258,120.0,121.0,-1.0,0.0,73,,,,,0.6920151549124105,0.6482177570334418,0.4830405539937358,,,,,,,,,,,,,,,,,,,,,,,
grid_259,120.0,121.0,0.0,1.0,174,,,,,0.6361372662706621,0.6442669532884475,0.44258782670188485,,,,,,,,,,,,,,,,,,,,,,,
grid_260,120.0,121.0,1.0,2.0,122,,,,,0.7142514362145602,0.6371618042638171,0.5223800402174242,,,,,,,,,,,,,,,,,,,,,,,
grid_261,120.0,121.0,2.0,3.0,4,,,,,,,0.5020732120677023,,,,,,,,,,,,,,,0.5033584780054818,0.5032801988070931,,,,,,,
grid_262,120.0,121.0,4.0,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid_263,120.0,121.0,5.0,6.0,3,,,,0.623188184860379,0.6428939472284547,0.6636634566641174,,,,,,,,,,,,,,,,,,,,,,,,
grid_264,121.0,122.0,-11.0,-10.0,39,,,,,0.5118074286291667,0.5056255721303625,0.46705960296265314,,,,,,,,,,,,,,,,,,,,,,,
grid_265,121.0,122.0,-10.0,-9.0,65,,,,,0.6390355134462575,0.6751613477861451,0.5333070960416955,,,,,,,,,,,,,,,,,,,,,,,
grid_266,121.0,122.0,-9.0,-8.0,191,,,,,0.6742039778747322,0.6124161591427546,0.4622817448436253,,,,,,,,,,,,,,,,,,,,,,,
grid_267,121.0,122.0,-8.0,-7.0,89,,,,,0.657170820278213,0.6805865770170662,0.4855578175132986,,,,,,,,,,,,,,,,,,,,,,,
grid_268,121.0,122.0,-7.0,-6.0,4,,,,,0.6505386822650614,0.6723697195460767,0.6302783676824046,,,,,,,,,,,,,,,,,,,,,,,
grid_269,121.0,122.0,-6.0,-5.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid_270,121.0,122.0,-5.0,-4.0,11,,,,0.6869301607946303,0.6357155604669195,0.5267137185873767,,,,,,,,,,,,,,,,,,,,,,,,
grid_271,121.0,122.0,-4.0,-3.0,6,,,,0.4888867139240003,,0.34670079123596026,0.27604262373482563,,,,,,,,,,,,,,,,,,,,,,,
grid_272,121.0,122.0,-3.0,-2.0,80,,,,,0.6398422495944074,0.6305808625925097,0.5594133883134923,,,,,,,,,,,,,,,,,,,,,,,
grid_273,121.0,122.0,-2.0,-1.0,32,,,,0.6904508960876002,0.6587360193425291,,0.4199867637630749,,,,,,,,,,,,,,,,,,,,,,,
grid_274,121.0,122.0,-1.0,0.0,206,,,,,0.7464677656672789,0.6762106746722452,0.5272160108969332,,,,,,,,,,,,,,,,,,,,,,,
grid_275,121.0,122.0,0.0,1.0,184,,,,,0.6674635165687388,0.6067144646724174,0.43742691933761163,,,,,,,,,,,,,,,,,,,,,,,
grid_276,121.0,122.0,1.0,2.0,118,,,,,0.676073951647942,0.6062442793730296,0.5517370944369132,,,,,,,,,,,,,,,,,,,,,,,
grid_277,121.0,122.0,2.0,3.0,28,,,,,0.5665222962457882,0.5291238117836671,0.42936758136061665,,,,,,,,,,,,,,,,,,,,,,,
grid_278,121.0,122.0,3.0,4.0,6,,,,,,0.7150295598357959,0.7504976836889984,,,,,,,,,,,,,,,,,0.7162199949809144,,,,,,
grid_279,121.0,122.0,5.0,6.0,24,,,,,,0.7433744833053719,0.6410984526520119,,0.8904525859923336,,,,,,,,,,,,,,,,,,,,,
grid_280,122.0,123.0,-11.0,-10.0,26,,,,,0.6152876001406892,0.5353364823644938,0.4625800422598315,,,,,,,,,,,,,,,,,,,,,,,
grid_281,122.0,123.0,-10.0,-9.0,82,,,,,0.5432785694549869,0.5923351836635713,0.5569911128029664,,,,,,,,,,,,,,,,,,,,,,,
grid_282,122.0,123.0,-9.0,-8.0,193,,,,,0.630063678166955,0.6295225949100053,0.5086275424435344,,,,,,,,,,,,,,,,,,,,,,,
grid_283,122.0,123.0,-8.0,-7.0,179,,,,,0.6041930187512276,0.6488466885709604,0.5161369580581158,,,,,,,,,,,,,,,,,,,,,,,
grid_284,122.0,123.0,-7.0,-6.0,33,,,,0.6707485394710045,0.6198593892037731,0.5545807419694253,,,,,,,,,,,,,,,,,,,,,,,,
grid_285,122.0,123.0,-6.0,-5.0,33,,,,,0.7207055029089147,0.7098899085046151,0.5574291134288024,,,,,,,,,,,,,,,,,,,,,,,
grid_286,122.0,123.0,-5.0,-4.0,28,,,,,0.7562217698547963,0.6982351586823642,0.5263366865936192,,,,,,,,,,,,,,,,,,,,,,,
grid_287,122.0,123.0,-4.0,-3.0,19,,,,,0.6149620101722191,0.52823143306502,0.43995305580564864,,,,,,,,,,,,,,,,,,,,,,,
grid_288,122.0,123.0,-3.0,-2.0,52,,,,0.7132350157838895,0.6655185362982514,0.5942920521785198,,,,,,,,,,,,,,,,,,,,,,,,
grid_289,122.0,123.0,-2.0,-1.0,52,,,,0.8583245984995516,0.8213513560292859,,0.6055283211423061,,,,,,,,,,,,,,,,,,,,,,,
grid_290,122.0,123.0,-1.0,0.0,235,,,,,0.6387003089088326,0.5509393492267386,0.41063692322002626,,,,,,,,,,,,,,,,,,,,,,,
grid_291,122.0,123.0,0.0,1.0,329,,,,,0.6608225497585297,0.5738704814542754,0.44175748023918215,,,,,,,,,,,,,,,,,,,,,,,
grid_292,122.0,123.0,1.0,2.0,235,,,,,0.670553016443337,0.6175848306277905,0.5271757968109991,,,,,,,,,,,,,,,,,,,,,,,
grid_293,122.0,123.0,2.0,3.0,67,,,,,0.5932389128296407,0.5738409315867388,0.5229329846737861,,,,,,,,,,,,,,,,,,,,,,,
grid_294,122.0,123.0,3.0,4.0,176,,,,,0.6478812635450937,0.6318647309815937,0.5468728143254485,,,,,,,,,,,,,,,,,,,,,,,
grid_295,122.0,123.0,4.0,5.0,68,,,,,0.715874249668761,0.665393119121998,0.6005932829306712,,,,,,,,,,,,,,,,,,,,,,,
grid_296,122.0,123.0,5.0,6.0,33,,,,0.7918939168185662,0.7597362438467226,,,0.8072546083390834,,,,,,,,,,,,,,,,,,,,,,
grid_297,123.0,124.0,-11.0,-10.0,132,,,,,0.6580603446668283,0.5864947698488492,0.444107722759737,,,,,,,,,,,,,,,,,,,,,,,
grid_298,123.0,124.0,-10.0,-9.0,225,,,,,0.6112701282607015,0.5370588402198285,0.42892851586192615,,,,,,,,,,,,,,,,,,,,,,,
grid_299,123.0,124.0,-9.0,-8.0,271,,,,,0.6163854070477607,0.5776634221234511,0.3916526353415584,,,,,,,,,,,,,,,,,,,,,,,
grid_300,123.0,124.0,-8.0,-7.0,184,,,,,0.5816324699151683,0.5407085371868214,0.4022283615832772,,,,,,,,,,,,,,,,,,,,,,,
grid_301,123.0,124.0,-7.0,-6.0,43,,,,,0.6211323269203087,0.5427005179562402,0.40299135592807944,,,,,,,,,,,,,,,,,,,,,,,
grid_302,123.0,124.0,-6.0,-5.0,23,,,,,0.6240470521885632,0.5854603581455492,,0.65258435463016,,,,,,,,,,,,,,,,,,,,,,
grid_303,123.0,124.0,-5.0,-4.0,51,,,,,0.6104877128000217,0.5443001619157889,0.4280305213591614,,,,,,,,,,,,,,,,,,,,,,,
grid_304,123.0,124.0,-4.0,-3.0,30,,,,,0.7045813315368322,0.6466175535798165,0.48325478744299183,,,,,,,,,,,,,,,,,,,,,,,
grid_305,123.0,124.0,-3.0,-2.0,5,,,,0.6093730213347379,0.6437101301242972,0.7134772702811916,,,,,,,,,,,,,,,,,,,,,,,,
grid_306,123.0,124.0,-2.0,-1.0,124,,,,,0.7444283252268429,0.6701019731038336,0.6011667399156175,,,,,,,,,,,,,,,,,,,,,,,
grid_307,123.0,124.0,-1.0,0.0,425,,,,,0.6740538017056765,0.5985006478096624,0.4782921382824606,,,,,,,,,,,,,,,,,,,,,,,
grid_308,123.0,124.0,0.0,1.0,534,,,,,0.6655416435629847,0.5954170044612691,0.4885664536488759,,,,,,,,,,,,,,,,,,,,,,,
grid_309,123.0,124.0,1.0,2.0,209,,,,,0.6963950087612872,0.6342222522736274,0.5375229711239319,,,,,,,,,,,,,,,,,,,,,,,
grid_310,123.0,124.0,2.0,3.0,32,,,,,0.6105083527803584,0.5897716900857746,0.5423545855689453,,,,,,,,,,,,,,,,,,,,,,,
grid_311,123.0,124.0,3.0,4.0,72,,,,,0.5594297200208338,0.5097631989394873,0.4277359172053219,,,,,,,,,,,,,,,,,,,,,,,
grid_312,123.0,124.0,4.0,5.0,92,,,,,0.6666661822248282,0.636194043429479,0.6114127140820292,,,,,,,,,,,,,,,,,,,,,,,
grid_313,123.0,124.0,5.0,6.0,105,,,,,0.640565221793826,0.6629240016219569,0.6293165568371214,,,,,,,,,,,,,,,,,,,,,,,
grid_314,124.0,125.0,-11.0,-10.0,132,,,,,0.6064419404161163,0.5825744918421397,0.42353627272196565,,,,,,,,,,,,,,,,,,,,,,,
grid_315,124.0,125.0,-10.0,-9.0,233,,,,,0.6380840101692367,0.5556146181095674,0.3946434967444412,,,,,,,,,,,,,,,,,,,,,,,
grid_316,124.0,125.0,-9.0,-8.0,316,,,,,0.6659307283709398,0.6002807580102633,0.45399230389555517,,,,,,,,,,,,,,,,,,,,,,,
grid_317,124.0,125.0,-8.0,-7.0,142,,,,,0.6005435053293883,0.5187954840433958,0.38077501756427423,,,,,,,,,,,,,,,,,,,,,,,
grid_318,124.0,125.0,-7.0,-6.0,49,,,,,0.5670236390789968,0.5076392032798013,0.3940809723500465,,,,,,,,,,,,,,,,,,,,,,,
grid_319,124.0,125.0,-6.0,-5.0,9,,,,,0.5467371588479928,0.49567481058800833,0.34139675808707554,,,,,,,,,,,,,,,,,,,,,,,
grid_320,124.0,125.0,-5.0,-4.0,16,,,,,,0.7015167834583425,0.5593411540786467,0.7812857933003099,,,,,,,,,,,,,,,,,,,,,,
grid_321,124.0,125.0,-4.0,-3.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid_322,124.0,125.0,-3.0,-2.0,28,,,,,0.7319931032380866,0.643325917712586,0.5202091806080763,,,,,,,,,,,,,,,,,,,,,,,
grid_323,124.0,125.0,-2.0,-1.0,47,,,,0.6573131680035903,0.6115382362250557,0.5377005729968928,,,,,,,,,,,,,,,,,,,,,,,,
grid_324,124.0,125.0,-1.0,0.0,391,,,,,0.6971030631250862,0.6404297856522365,0.495411182397428,,,,,,,,,,,,,,,,,,,,,,,
grid_325,124.0,125.0,0.0,1.0,177,,,,,0.5601998342848874,0.49488219639107817,0.3664406681384732,,,,,,,,,,,,,,,,,,,,,,,
grid_326,124.0,125.0,1.0,2.0,190,,,,,0.609705257069042,0.6130458215977099,0.4501348276335178,,,,,,,,,,,,,,,,,,,,,,,
grid_327,124.0,125.0,2.0,3.0,87,,,,,0.5198507659670231,0.5882644069353747,0.5970953906488496,,,,,,,,,,,,,,,,,,,,,,,
grid_328,124.0,125.0,3.0,4.0,107,,,,,0.6147608009339512,0.5590863948818082,0.4500045240111514,,,,,,,,,,,,,,,,,,,,,,,
grid_329,124.0,125.0,4.0,5.0,115,,,,,0.6973486526652035,0.6089336575711686,0.4680743243086192,,,,,,,,,,,,,,,,,,,,,,,
grid_330,124.0,125.0,5.0,6.0,262,,,,,0.6382332637411909,0.571800890397698,0.45250909326999533,,,,,,,,,,,,,,,,,,,,,,,
grid_331,125.0,126.0,-11.0,-10.0,14,,,,0.58658049932519,0.5801121086842441,,0.44064172901799,,,,,,,,,,,,,,,,,,,,,,,
grid_332,125.0,126.0,-10.0,-9.0,132,,,,,0.6168508581819728,0.5880758232755507,0.5018728081696097,,,,,,,,,,,,,,,,,,,,,,,
grid_333,125.0,126.0,-9.0,-8.0,193,,,,,0.6855373483619017,0.6065281565526417,0.50171541692776,,,,,,,,,,,,,,,,,,,,,,,
grid_334,125.0,126.0,-8.0,-7.0,270,,,,,0.643267128925749,0.6284158181667856,0.5436327000661322,,,,,,,,,,,,,,,,,,,,,,,
grid_335,125.0,126.0,-7.0,-6.0,184,,,,,0.692277184189813,0.6158043983657886,0.5240781427402963,,,,,,,,,,,,,,,,,,,,,,,
grid_336,125.0,126.0,-6.0,-5.0,68,,,,,0.6214502565543895,0.5572995152284776,0.44073274783148597,,,,,,,,,,,,,,,,,,,,,,,
grid_337,125.0,126.0,-5.0,-4.0,94,,,,,0.7075818660126351,0.6624766715827897,0.5980595626967268,,,,,,,,,,,,,,,,,,,,,,,
grid_338,125.0,126.0,-4.0,-3.0,8,,,,0.6914095287980626,0.7026911239185945,,,,0.7098954399721797,,,,,,,,,,,,,,,,,,,,,
grid_339,125.0,126.0,-3.0,-2.0,49,,,,,0.7295190773106797,0.686468872256417,0.49546995010292577,,,,,,,,,,,,,,,,,,,,,,,
grid_340,125.0,126.0,-2.0,-1.0,12,,,,,0.6971256589214931,0.6483167920529697,0.42293624322993356,,,,,,,,,,,,,,,,,,,,,,,
grid_341,125.0,126.0,-1.0,0.0,348,,,,,0.7609216820860665,0.6770344398795037,0.5227096009402715,,,,,,,,,,,,,,,,,,,,,,,
grid_342,125.0,126.0,0.0,1.0,413,,,,,0.6330968673064272,0.6641172751484752,0.5015570637385782,,,,,,,,,,,,,,,,,,,,,,,
grid_343,125.0,126.0,1.0,2.0,223,,,,,0.6372052311846772,0.572387682902351,0.5199948914191445,,,,,,,,,,,,,,,,,,,,,,,
grid_344,125.0,126.0,2.0,3.0,191,,,,,0.6556161744542162,0.5860731527270974,0.48571879812955676,,,,,,,,,,,,,,,,,,,,,,,
grid_345,125.0,126.0,3.0,4.0,188,,,,,0.6524300451042124,0.6363379820190451,0.5508538480185787,,,,,,,,,,,,,,,,,,,,,,,
grid_346,125.0,126.0,4.0,5.0,386,,,,,0.639614597927476,0.6379547939138126,0.6057772164424995,,,,,,,,,,,,,,,,,,,,,,,
grid_347,125.0,126.0,5.0,6.0,564,,,,,0.6688900799272455,0.6967925434477847,0.564635864836977,,,,,,,,,,,,,,,,,,,,,,,
grid_348,126.0,127.0,-11.0,-10.0,6,,,,0.5729100101307779,0.5433003726455233,0.3989513886614844,,,,,,,,,,,,,,,,,,,,,,,,
grid_349,126.0,127.0,-10.0,-9.0,36,,,,,0.6245924282047306,0.6203850571619083,0.4318283908317527,,,,,,,,,,,,,,,,,,,,,,,
grid_350,126.0,127.0,-9.0,-8.0,41,,,,0.6291256384318529,0.5931006196877655,0.512658985222907,,,,,,,,,,,,,,,,,,,,,,,,
grid_351,126.0,127.0,-8.0,-7.0,191,,,,,0.6591582480877779,0.581061824143524,0.444085138744938,,,,,,,,,,,,,,,,,,,,,,,
grid_352,126.0,127.0,-7.0,-6.0,109,,,,0.8220535694509832,0.7706089388543339,0.6875476240206836,,,,,,,,,,,,,,,,,,,,,,,,
grid_353,126.0,127.0,-6.0,-5.0,26,,,,,0.631005446345742,0.5769077106134021,0.4096696309598308,,,,,,,,,,,,,,,,,,,,,,,
grid_354,126.0,127.0,-5.0,-4.0,71,,,,,0.6454259262558523,0.6873772027152938,0.5583285560329977,,,,,,,,,,,,,,,,,,,,,,,
grid_355,126.0,127.0,-4.0,-3.0,68,,,,,0.6364566868277413,0.6293286614773466,0.44624075797011326,,,,,,,,,,,,,,,,,,,,,,,
grid_356,126.0,127.0,-3.0,-2.0,85,,,,,0.6525790362963174,0.6126591383192996,0.5398019049569004,,,,,,,,,,,,,,,,,,,,,,,
grid_357,126.0,127.0,-2.0,-1.0,164,,,,,0.7269336611248312,0.6817531324021339,0.48003845234136366,,,,,,,,,,,,,,,,,,,,,,,
grid_358,126.0,127.0,-1.0,0.0,124,,,,,0.6466886952279888,0.5675789361932136,0.42688709018065885,,,,,,,,,,,,,,,,,,,,,,,
grid_359,126.0,127.0,0.0,1.0,1013,,,,,0.6792584852961489,0.6341894618045719,0.565659164449019,,,,,,,,,,,,,,,,,,,,,,,
grid_360,126.0,127.0,1.0,2.0,1911,,,,,0.6595953026454098,0.6092815958025594,0.5333270841854288,,,,,,,,,,,,,,,,,,,,,,,
grid_361,126.0,127.0,2.0,3.0,1285,,,,,0.6809235102125354,0.6069824091122835,0.4982168087229519,,,,,,,,,,,,,,,,,,,,,,,
grid_362,126.0,127.0,3.0,4.0,1461,,,,,0.693871770034448,0.6090682810571808,0.49178642597091193,,,,,,,,,,,,,,,,,,,,,,,
grid_363,126.0,127.0,4.0,5.0,775,,,,,0.6271631233123472,0.5352660549193757,0.40564301676571973,,,,,,,,,,,,,,,,,,,,,,,
grid_364,126.0,127.0,5.0,6.0,1117,,,,,0.6416625280862814,0.604969023316775,0.5231039810230314,,,,,,,,,,,,,,,,,,,,,,,
grid_365,126.0,127.0,6.0,7.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid_366,127.0,128.0,-11.0,-10.0,4,,,,0.49541289238426023,0.49716612149741213,,0.4999999995457377,,,,,,,,,,,,,,,,,,,,,,,
grid_367,127.0,128.0,-10.0,-9.0,34,,,,,0.6321652475731607,0.5413148832980385,0.3767323187699114,,,,,,,,,,,,,,,,,,,,,,,
grid_368,127.0,128.0,-9.0,-8.0,123,,,,,0.5642358972455039,0.6210004284416307,0.5442713832305145,,,,,,,,,,,,,,,,,,,,,,,
grid_369,127.0,128.0,-8.0,-7.0,638,,,,,0.7171632589604168,0.6312779681891422,0.533090768784653,,,,,,,,,,,,,,,,,,,,,,,
grid_370,127.0,128.0,-7.0,-6.0,279,,,,,0.654541930345337,0.6174947238071357,0.5064944925083863,,,,,,,,,,,,,,,,,,,,,,,
grid_371,127.0,128.0,-6.0,-5.0,78,,,,,0.675463125040574,0.5926372531413144,0.4457264058502965,,,,,,,,,,,,,,,,,,,,,,,
grid_372,127.0,128.0,-5.0,-4.0,104,,,,,0.6869058521416644,0.6272009483030568,0.5136696114391663,,,,,,,,,,,,,,,,,,,,,,,
grid_373,127.0,128.0,-4.0,-3.0,220,,,,,0.6223028036963821,0.6288481841204736,0.5644699100476019,,,,,,,,,,,,,,,,,,,,,,,
grid_374,127.0,128.0,-3.0,-2.0,127,,,,,0.5881307848688774,0.542295331385647,0.5038399646729085,,,,,,,,,,,,,,,,,,,,,,,
grid_375,127.0,128.0,-2.0,-1.0,259,,,,,0.7171303084773937,0.6604340092792828,0.545139307332517,,,,,,,,,,,,,,,,,,,,,,,
grid_376,127.0,128.0,-1.0,0.0,224,,,,,0.6641840078742024,0.5922330995308955,0.5109234856467105,,,,,,,,,,,,,,,,,,,,,,,
grid_377,127.0,128.0,0.0,1.0,172,,,,,0.63785434274034,0.5596436152403107,0.4160300831436734,,,,,,,,,,,,,,,,,,,,,,,
grid_378,127.0,128.0,1.0,2.0,939,,,,,0.6851543018847727,0.6002116546784964,0.5097447929328314,,,,,,,,,,,,,,,,,,,,,,,
grid_379,127.0,128.0,2.0,3.0,713,,,,,0.6302905177364886,0.5657285947669526,0.4136481879305147,,,,,,,,,,,,,,,,,,,,,,,
grid_380,127.0,128.0,3.0,4.0,389,,,,,0.5798701283910356,0.5522959600449626,0.46551283314971237,,,,,,,,,,,,,,,,,,,,,,,
grid_381,127.0,128.0,4.0,5.0,401,,,,,0.614494003691115,0.5394373480821066,0.4502103415882612,,,,,,,,,,,,,,,,,,,,,,,
grid_382,127.0,128.0,5.0,6.0,491,,,,,0.6879738574552975,0.6560935248051188,0.5887565001172148,,,,,,,,,,,,,,,,,,,,,,,
grid_383,128.0,129.0,-11.0,-10.0,5,,,,,0.5084493817120546,0.5650080394009696,0.42669202543698503,,,,,,,,,,,,,,,,,,,,,,,
grid_384,128.0,129.0,-10.0,-9.0,16,,,,,0.5664418378669736,0.5353429169345847,0.45104878075997645,,,,,,,,,,,,,,,,,,,,,,,
grid_385,128.0,129.0,-9.0,-8.0,139,,,,,0.6540889910934712,0.643983381407178,0.6137206657358124,,,,,,,,,,,,,,,,,,,,,,,
grid_386,128.0,129.0,-8.0,-7.0,1595,,,,,0.7057728990224061,0.6472151014122679,0.5150220739016554,,,,,,,,,,,,,,,,,,,,,,,
grid_387,128.0,129.0,-7.0,-6.0,465,,,,,0.5625715819591325,0.5726256346776205,0.6087768092135337,,,,,,,,,,,,,,,,,,,,,,,
grid_388,128.0,129.0,-6.0,-5.0,188,,,,,0.6556274139946537,0.5768328157643013,0.4736515832928811,,,,,,,,,,,,,,,,,,,,,,,
grid_389,128.0,129.0,-5.0,-4.0,119,,,,,0.6355149321167136,0.6274320111645372,0.49070600144066345,,,,,,,,,,,,,,,,,,,,,,,
grid_390,128.0,129.0,-4.0,-3.0,261,,,,,0.5631500344007309,0.5269399753052404,0.5131769040726133,,,,,,,,,,,,,,,,,,,,,,,
grid_391,128.0,129.0,-3.0,-2.0,236,,,,,0.6844695015870197,0.6799869381079995,0.5197093789549364,,,,,,,,,,,,,,,,,,,,,,,
grid_392,128.0,129.0,-2.0,-1.0,80,,,,0.6139859821319537,0.6203023902258528,0.5319946503422912,,,,,,,,,,,,,,,,,,,,,,,,
grid_393,128.0,129.0,-1.0,0.0,49,,,,0.7892889386670707,0.7386863719424762,0.6614284822608824,,,,,,,,,,,,,,,,,,,,,,,,
grid_394,128.0,129.0,0.0,1.0,22,,,,,0.4850055103313626,0.5340546326491237,0.4516485452308897,,,,,,,,,,,,,,,,,,,,,,,
grid_395,128.0,129.0,1.0,2.0,324,,,,,0.6412957415710066,0.6236537713484319,0.4915062921647339,,,,,,,,,,,,,,,,,,,,,,,
grid_396,128.0,129.0,2.0,3.0,1315,,,,,0.6542182213907245,0.6066449368818454,0.5489237535406176,,,,,,,,,,,,,,,,,,,,,,,
grid_397,128.0,129.0,3.0,4.0,457,,,,,0.6425890622067002,0.6134360096884368,0.4809508276638588,,,,,,,,,,,,,,,,,,,,,,,
grid_398,128.0,129.0,4.0,5.0,125,,,,,0.7144519366145937,0.6359550969978386,0.5320658326347837,,,,,,,,,,,,,,,,,,,,,,,
grid_399,128.0,129.0,5.0,6.0,6,,,,0.6127913395760286,,0.5010177482602632,,0.5893653727487598,,,,,,,,,,,,,,,,,,,,,,
grid_400,129.0,130.0,-11.0,-10.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid_401,129.0,130.0,-10.0,-9.0,10,,,,0.461675007303754,,0.4417240368468568,,0.46882520088933805,,,,,,,,,,,,,,,,,,,,,,
grid_402,129.0,130.0,-9.0,-8.0,113,,,,,0.6216414744870968,0.5716942322314368,0.4018998280056631,,,,,,,,,,,,,,,,,,,,,,,
grid_403,129.0,130.0,-8.0,-7.0,1319,,,,,0.7180633975941945,0.6500186601947988,0.5827752740255524,,,,,,,,,,,,,,,,,,,,,,,
grid_404,129.0,130.0,-7.0,-6.0,1661,,,,,0.6961875443533975,0.6337191812129443,0.5772965008785624,,,,,,,,,,,,,,,,,,,,,,,
grid_405,129.0,130.0,-6.0,-5.0,296,,,,,0.612591633501362,0.5702468957558186,0.5371601391309916,,,,,,,,,,,,,,,,,,,,,,,
grid_406,129.0,130.0,-5.0,-4.0,383,,,,,0.6158817501832254,0.539846492128347,0.41171038608930177,,,,,,,,,,,,,,,,,,,,,,,
grid_407,129.0,130.0,-4.0,-3.0,345,,,,,0.6032840865354192,0.5188547158000599,0.4093308442713697,,,,,,,,,,,,,,,,,,,,,,,
grid_408,129.0,130.0,-3.0,-2.0,335,,,,,0.7928200987900619,0.7186226338321583,0.6232767856065308,,,,,,,,,,,,,,,,,,,,,,,
grid_409,129.0,130.0,-2.0,-1.0,28,,,,,0.7093993103115016,0.6332152204236638,0.4791184495571736,,,,,,,,,,,,,,,,,,,,,,,
grid_410,129.0,130.0,-1.0,0.0,46,,,,0.7081803282592473,0.6607410382590242,0.584596929630238,,,,,,,,,,,,,,,,,,,,,,,,
grid_411,129.0,130.0,0.0,1.0,30,,,,,0.6221664380558531,0.699498083623322,0.5461551878460804,,,,,,,,,,,,,,,,,,,,,,,
grid_412,129.0,130.0,1.0,2.0,49,,,,,0.6618596763360151,0.593630344373767,0.481388536778456,,,,,,,,,,,,,,,,,,,,,,,
grid_413,129.0,130.0,2.0,3.0,88,,,,,0.7430579788521876,0.6988424931719781,0.6018319963638806,,,,,,,,,,,,,,,,,,,,,,,
grid_414,129.0,130.0,3.0,4.0,17,,,,0.7422890900196382,0.6992702977280502,,,0.7626732551980053,,,,,,,,,,,,,,,,,,,,,,
grid_415,129.0,130.0,4.0,5.0,4,,,,,,,0.5006232655189615,,,,,,,,,,,,,,,,,,0.5148793311445247,0.5149366164244972,,,,
grid_416,130.0,131.0,-11.0,-10.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid_417,130.0,131.0,-10.0,-9.0,4,,,,0.6822997660390029,0.7073644320161968,0.6335972954508656,,,,,,,,,,,,,,,,,,,,,,,,
grid_418,130.0,131.0,-9.0,-8.0,75,,,,,0.6007690408852281,0.6439105546985312,0.5721066014501281,,,,,,,,,,,,,,,,,,,,,,,
grid_419,130.0,131.0,-8.0,-7.0,255,,,,,0.6459206957094746,0.6443338092182149,0.526258064080389,,,,,,,,,,,,,,,,,,,,,,,
grid_420,130.0,131.0,-7.0,-6.0,1619,,,,,0.6810661086191497,0.6267162977174758,0.5430870345555489,,,,,,,,,,,,,,,,,,,,,,,
