time;b-value;Mean square deviation;Magnitude deficit;Elapsed days;Mean magnitude;Rate of square root of energy released;Mean time between characteristic events;Coefficient of variation from mean time;x_1i;x_2i;x_3i;x_4i;x_5i;x_6i;x_7i
16/10/1983;9.05186E+15;3.07241E+14;4.64771E+15;4400;4.923E+16;1.41816E+16;1.37484E+16;8.52161E+15;-1.25537E+14;-5.30517E+14;-4.30463E+14;-8.73033E+13;-2.59332E+14;50;3.28363E+11
23/10/1983;1.29252E+16;6.25257E+13;4.75855E+14;4500;4.909E+15;1.03613E+16;1.32299E+16;8.37936E+15;-5.33211E+13;-1.25537E+14;-5.30517E+14;-4.30463E+14;-8.73033E+13;5.03333E+15;4.74589E+12
30/10/1983;1.29077E+15;6.28315E+12;4.68677E+14;4570;4.907E+15;1.01856E+16;1.32299E+16;8.37936E+15;-5.79956E+12;-5.50328E+14;-4.66725E+14;-1.40208E+14;-8.32272E+14;45;4.38584E+12
06/11/1983;1.29098E+16;6.11857E+13;4.55767E+14;4610;4.908E+15;1.01189E+16;1.35713E+16;8.689E+15;-5.56702E+13;-1.10843E+15;1.99964E+13;-2.68116E+14;-8.03546E+14;0;5.12732E+12
13/11/1983;1.29098E+16;6.11857E+13;4.55767E+14;4610;4.908E+15;1.01189E+16;1.35713E+16;8.689E+15;-5.56702E+13;-1.10843E+15;1.99964E+13;-2.68116E+14;-8.03546E+14;0;5.12732E+12
20/11/1983;1.29109E+16;6.51544E+13;4.19872E+14;4750;4.911E+15;9.88449E+15;1.39843E+16;9.05919E+15;-3.25794E+14;-8.43267E+14;2.53818E+14;-4.51584E+14;-1.25818E+15;53;6.17913E+12
27/11/1983;1.46964E+15;1.59159E+14;-1.04517E+15;4800;4.904E+15;9.26301E+15;1.37341E+16;8.98849E+15;-6.89121E+14;-5.33211E+13;-1.25537E+14;-5.30517E+14;-4.30463E+14;55;7.63931E+12
04/12/1983;1.46696E+15;1.55906E+14;-1.04756E+15;4880;4.901E+15;9.07415E+13;1.40916E+16;9.17404E+15;-8.03337E+14;-5.79956E+12;-5.50328E+14;-4.66725E+14;-1.40208E+14;47;7.63931E+12
11/12/1983;1.46498E+15;1.54683E+14;-1.05127E+15;4930;4.899E+15;8.95986E+15;1.40916E+16;9.17404E+15;-4.25904E+14;-5.56702E+13;-1.10843E+15;1.99964E+13;-2.68116E+14;0;6.88116E+11
18/12/1983;1.46172E+16;1.55526E+14;-1.06156E+15;5040;4.896E+15;8.73893E+15;1.40916E+16;9.17404E+15;1.60454E+14;-3.25794E+14;-8.43267E+14;2.53818E+14;-4.51584E+14;0;5.53084E+12
25/12/1983;1.46172E+16;1.55526E+14;-1.06156E+15;5040;4.896E+15;8.73893E+15;1.40916E+16;9.17404E+15;1.60454E+14;-3.25794E+14;-8.43267E+14;2.53818E+14;-4.51584E+14;0;5.53084E+12
01/01/1984;1.46172E+16;1.55526E+14;-1.06156E+15;5040;4.896E+15;8.73893E+15;1.40916E+16;9.17404E+15;1.60454E+14;-3.25794E+14;-8.43267E+14;2.53818E+14;-4.51584E+14;0;5.53084E+12
08/01/1984;1.465E+16;1.85361E+14;-1.13348E+14;5230;4.909E+15;8.60994E+13;1.45243E+16;9.13442E+15;2.08735E+13;-4.25904E+14;-5.56702E+13;-1.10843E+15;1.99964E+13;5.13333E+15;5.95718E+12
15/01/1984;1.47158E+16;1.56488E+13;-9.78347E+14;5260;4.895E+15;8.35962E+15;1.48359E+16;9.26045E+15;3.19373E+14;2.02728E+14;-6.89121E+14;-5.33211E+13;-1.25537E+14;0;5.32627E+12
22/01/1984;1.47158E+16;1.56488E+13;-9.78347E+14;5260;4.895E+15;8.35962E+15;1.48359E+16;9.26045E+15;3.19373E+14;2.02728E+14;-6.89121E+14;-5.33211E+13;-1.25537E+14;0;5.32627E+12
29/01/1984;1.36657E+16;1.60468E+14;-2.02791E+15;5370;4.913E+15;8.58319E+15;1.50644E+14;9.29692E+14;-5.07069E+14;2.08735E+13;-4.25904E+14;-5.56702E+13;-1.10843E+15;0;8.45594E+12
05/02/1984;1.36657E+16;1.60468E+14;-2.02791E+15;5370;4.913E+15;8.58319E+15;1.50644E+14;9.29692E+14;-5.07069E+14;2.08735E+13;-4.25904E+14;-5.56702E+13;-1.10843E+15;0;8.45594E+12
12/02/1984;1.36657E+16;1.60468E+14;-2.02791E+15;5370;4.913E+15;8.58319E+15;1.50644E+14;9.29692E+14;-5.07069E+14;2.08735E+13;-4.25904E+14;-5.56702E+13;-1.10843E+15;0;8.45594E+12
19/02/1984;1.37077E+16;1.60002E+14;-2.01275E+15;5580;4.917E+15;8.29376E+14;1.50644E+14;9.29692E+14;-8.58809E+13;5.45596E+13;1.60454E+14;-3.25794E+14;-8.43267E+14;49;9.63976E+12
26/02/1984;1.36895E+16;1.74291E+14;-2.0659E+15;5550;4.921E+15;8.41126E+15;1.62844E+16;9.65134E+15;-6.76837E+14;-5.07069E+14;2.08735E+13;-4.25904E+14;-5.56702E+13;5.1E+16;1.34962E+13
04/03/1984;1.38996E+15;1.24456E+14;-1.68659E+15;5580;4.899E+15;7.96389E+15;1.76533E+16;1.03438E+14;0;-7.33489E+14;-8.58809E+13;5.45596E+13;1.60454E+14;0;1.59997E+12
11/03/1984;1.38996E+15;1.24456E+14;-1.68659E+15;5580;4.899E+15;7.96389E+15;1.76533E+16;1.03438E+14;0;-7.33489E+14;-8.58809E+13;5.45596E+13;1.60454E+14;0;1.59997E+12
18/03/1984;1.38895E+16;1.24151E+14;-1.68949E+15;5640;4.898E+15;7.87027E+15;1.76533E+16;1.03438E+14;0;-4.65872E+13;-1.08625E+15;3.19373E+14;2.02728E+14;0;1.55619E+13
25/03/1984;1.38706E+16;1.18558E+14;-1.68243E+15;5700;4.895E+15;7.74977E+15;1.75247E+16;1.01048E+16;0;-4.1068E+13;-7.88783E+14;-4.7215E+14;5.22102E+14;48;1.69008E+13
01/04/1984;1.4191E+16;1.04338E+14;-1.35405E+15;5750;4.89E+15;7.55576E+15;1.80335E+16;1.04329E+16;-7.93159E+13;0;-7.33489E+14;-8.58809E+13;5.45596E+13;51;1.69008E+13
08/04/1984;1.4191E+16;1.04338E+14;-1.35405E+15;5750;4.89E+15;7.55576E+15;1.80335E+16;1.04329E+16;-7.93159E+13;0;-7.33489E+14;-8.58809E+13;5.45596E+13;51;1.69008E+13
15/04/1984;1.42981E+16;1.23928E+14;-1.3587E+15;5640;4.904E+15;7.85635E+15;1.63155E+16;9.49478E+15;-1.92506E+14;-7.93159E+13;0;-7.33489E+14;-8.58809E+13;0;1.93045E+13
22/04/1984;1.42981E+16;1.23928E+14;-1.3587E+15;5640;4.904E+15;7.85635E+15;1.63155E+16;9.49478E+15;-1.92506E+14;-7.93159E+13;0;-7.33489E+14;-8.58809E+13;0;1.93045E+13
29/04/1984;1.42981E+16;1.23928E+14;-1.3587E+15;5640;4.904E+15;7.85635E+15;1.63155E+16;9.49478E+15;-1.92506E+14;-7.93159E+13;0;-7.33489E+14;-8.58809E+13;0;1.93045E+13
06/05/1984;1.42981E+16;1.23928E+14;-1.3587E+15;5750;4.904E+15;7.70606E+15;1.63155E+16;9.49478E+15;-2.37983E+14;4.05186E+13;0;-4.65872E+13;-1.08625E+15;49;1.78361E+13
13/05/1984;1.42356E+15;1.24628E+14;-1.37814E+15;5630;4.898E+15;7.8232E+15;1.58255E+16;9.45327E+14;6.89743E+14;-1.92506E+14;-7.93159E+13;0;-7.33489E+14;47;1.19877E+13
20/05/1984;1.42471E+16;1.23705E+14;-1.3736E+15;5630;4.899E+15;7.82951E+15;1.58255E+16;9.45327E+14;6.63336E+14;-2.37983E+14;4.05186E+13;0;-4.65872E+13;0;1.12798E+13
27/05/1984;1.42471E+16;1.23705E+14;-1.3736E+15;5630;4.899E+15;7.82951E+15;1.58255E+16;9.45327E+14;6.63336E+14;-2.37983E+14;4.05186E+13;0;-4.65872E+13;0;1.12798E+13
03/06/1984;1.42367E+16;1.23851E+14;-1.37717E+15;5760;4.898E+15;7.64548E+15;1.58255E+16;9.45327E+14;9.50624E+14;-2.69538E+14;3.94885E+13;0;-4.1068E+13;0;1.02739E+13
10/06/1984;1.423E+16;1.2181E+14;-1.37527E+15;5610;4.897E+15;7.83727E+15;1.48901E+16;9.26424E+14;1.32785E+14;6.89743E+14;-1.92506E+14;-7.93159E+13;0;47;1.09371E+13
17/06/1984;1.42596E+15;1.23037E+14;-1.36825E+15;5650;4.9E+15;7.80868E+15;1.48901E+16;9.26424E+14;1.35216E+14;6.63336E+14;-2.37983E+14;4.05186E+13;0;0;1.02739E+13
24/06/1984;1.42596E+15;1.23037E+14;-1.36825E+15;5650;4.9E+15;7.80868E+15;1.48901E+16;9.26424E+14;1.35216E+14;6.63336E+14;-2.37983E+14;4.05186E+13;0;0;1.02739E+13
01/07/1984;1.42685E+16;1.24105E+14;-1.36737E+15;5730;4.901E+15;7.71007E+15;1.48901E+16;9.26424E+14;1.86185E+14;9.50624E+14;-2.69538E+14;3.94885E+13;0;49;9.03399E+12
08/07/1984;1.43192E+16;1.2571E+14;-1.3356E+15;5460;4.905E+15;8.16775E+15;1.63382E+16;9.14901E+14;-1.38989E+14;4.67587E+13;5.70701E+14;3.58579E+14;-3.17351E+13;0;1.02739E+13
15/07/1984;1.43192E+16;1.2571E+14;-1.3356E+15;5460;4.905E+15;8.16775E+15;1.63382E+16;9.14901E+14;-1.38989E+14;4.67587E+13;5.70701E+14;3.58579E+14;-3.17351E+13;0;1.02739E+13
22/07/1984;1.43087E+16;1.25831E+13;-1.33925E+14;5560;4.904E+15;8.01325E+15;1.63382E+16;9.14901E+14;-4.90064E+13;4.70016E+13;1.32785E+14;6.89743E+14;-1.92506E+14;0;8.17708E+12
29/07/1984;1.42863E+16;1.26919E+14;-1.34762E+15;5640;4.902E+16;7.88581E+15;1.63382E+16;9.14901E+14;3.97842E+14;2.33824E+14;1.35216E+14;6.63336E+14;-2.37983E+14;45;6.64103E+12
05/08/1984;1.42832E+16;1.23282E+14;-1.34288E+15;5650;4.901E+15;7.85695E+15;1.70736E+16;9.61953E+15;4.97405E+14;-19.98401444;1.86185E+14;9.50624E+14;-2.69538E+14;0;6.40705E+12
12/08/1984;1.42562E+16;1.20081E+14;-1.34587E+15;5720;4.898E+15;7.72923E+15;1.70028E+15;9.43126E+15;7.88981E+14;-1.38989E+14;4.67587E+13;5.70701E+14;3.58579E+14;47;5.95718E+12
19/08/1984;1.42721E+16;1.29181E+13;-1.36473E+15;5670;4.902E+16;7.85289E+15;1.69283E+15;9.53746E+15;5.19243E+12;3.97842E+14;2.33824E+14;1.35216E+14;6.63336E+14;495;6.40705E+12
26/08/1984;1.42085E+15;1.28889E+13;-1.38429E+15;5680;4.896E+15;7.7898E+13;1.69283E+15;9.53746E+15;8.62289E+14;7.88981E+14;-1.38989E+14;4.67587E+13;5.70701E+14;0;3.28363E+11
02/09/1984;1.42085E+15;1.28889E+13;-1.38429E+15;5680;4.896E+15;7.7898E+13;1.69283E+15;9.53746E+15;8.62289E+14;7.88981E+14;-1.38989E+14;4.67587E+13;5.70701E+14;0;3.28363E+11
09/09/1984;1.42085E+15;1.28889E+13;-1.38429E+15;5680;4.896E+15;7.7898E+13;1.69283E+15;9.53746E+15;8.62289E+14;7.88981E+14;-1.38989E+14;4.67587E+13;5.70701E+14;0;3.28363E+11
16/09/1984;1.41899E+14;1.27375E+14;-1.38707E+15;5850;4.894E+16;7.54411E+15;1.67073E+16;9.28846E+15;9.05913E+14;5.19243E+12;3.97842E+14;2.33824E+14;1.35216E+14;475;3.42677E+12
23/09/1984;1.24755E+16;5.99723E+13;-6.70904E+13;5640;4.909E+15;8.30691E+15;1.7163E+15;9.38001E+15;-1.06018E+15;9.05913E+14;5.19243E+12;3.97842E+14;2.33824E+14;545;7.12752E+12
30/09/1984;9.68011E+14;8.34401E+13;1.98048E+14;5150;4.95E+16;1.13613E+15;1.48043E+16;9.27428E+15;1.62788E+14;-1.48372E+15;-8.08807E+14;8.62289E+14;7.88981E+14;54;1.4298E+11
07/10/1984;9.66791E+15;8.24953E+13;1.97294E+15;5140;4.948E+15;1.13649E+16;1.48043E+16;9.27428E+15;8.81226E+13;-7.5266E+14;-1.06018E+15;9.05913E+14;5.19243E+12;465;1.12798E+13
14/10/1984;9.71361E+14;8.85292E+13;1.99266E+15;5080;4.956E+15;1.15866E+15;1.47223E+16;9.36162E+15;0;1.74679E+14;-9.4156E+14;-1.08203E+15;1.03011E+15;49;1.12798E+13
21/10/1984;9.71361E+14;8.85292E+13;1.99266E+15;5090;4.956E+15;1.15638E+15;1.49059E+16;9.54721E+15;-1.31594E+13;8.81226E+13;-7.5266E+14;-1.06018E+15;9.05913E+14;51;1.23532E+13
28/10/1984;9.73638E+15;9.17288E+13;2.00289E+15;5150;4.96E+15;1.14724E+16;1.46798E+16;9.50784E+15;-3.49441E+14;2.21326E+14;-6.46272E+14;-2.52204E+14;-4.86393E+13;50;1.34962E+13
04/11/1984;9.75185E+15;8.79357E+13;1.98121E+15;5220;4.965E+15;1.13815E+16;1.38156E+16;9.29459E+15;-4.53765E+14;-1.31594E+13;8.81226E+13;-7.5266E+14;-1.06018E+15;5.03333E+15;1.69008E+13
11/11/1984;9.76558E+15;9.87318E+13;2.10281E+13;4800;4.959E+15;1.2235E+16;1.37426E+16;9.11236E+13;1.68576E+14;-3.43255E+14;0;1.74679E+14;-9.4156E+14;475;1.27263E+13
18/11/1984;9.77662E+15;1.00741E+14;2.10812E+15;4850;4.961E+15;1.21315E+16;1.37426E+16;9.11236E+13;4.97236E+14;-4.53765E+14;-1.31594E+13;8.81226E+13;-7.5266E+14;0;1.19877E+13
25/11/1984;9.77662E+15;1.00741E+14;2.10812E+15;4850;4.961E+15;1.21315E+16;1.37426E+16;9.11236E+13;4.97236E+14;-4.53765E+14;-1.31594E+13;8.81226E+13;-7.5266E+14;0;1.19877E+13
02/12/1984;9.78628E+15;1.03451E+14;2.10568E+15;4930;4.963E+16;1.19661E+15;1.40173E+16;9.37834E+15;3.7775E+14;-2.06163E+14;-3.49441E+14;2.21326E+14;-6.46272E+14;46;1.19877E+13
09/12/1984;9.75037E+14;9.91577E+13;2.1044E+14;5020;4.956E+15;1.16621E+16;1.35663E+16;9.0881E+15;4.48883E+14;1.68576E+14;-3.43255E+14;0;1.74679E+14;46;9.33337E+12
16/12/1984;9.85024E+14;1.38282E+14;2.4648E+15;4780;4.945E+15;1.19726E+15;1.35499E+16;9.07895E+15;-1.76256E+12;3.04371E+14;4.1956E+13;-2.13543E+14;2.55132E+14;4.83333E+15;1.23532E+13
23/12/1984;9.83883E+14;1.36038E+14;2.45977E+15;4800;4.943E+15;1.18999E+16;1.35499E+16;9.07895E+15;-4.48883E+14;4.48883E+14;1.68576E+14;-3.43255E+14;0;475;1.27263E+13
30/12/1984;9.86669E+15;1.3942E+14;2.4828E+15;4710;4.947E+15;1.21631E+16;1.36816E+16;9.17825E+15;-2.06163E+14;-3.04371E+14;1.32785E+14;4.97236E+14;-4.53765E+14;49;1.55619E+13
06/01/1985;9.86669E+15;1.3942E+14;2.4828E+15;4710;4.947E+15;1.21631E+16;1.36816E+16;9.17825E+15;-2.06163E+14;-3.04371E+14;1.32785E+14;4.97236E+14;-4.53765E+14;49;1.55619E+13
13/01/1985;9.88378E+15;1.42313E+14;2.49157E+15;4730;4.95E+15;1.21438E+16;1.36147E+16;9.15212E+15;-1.57293E+14;-3.74449E+14;-1.76256E+12;3.04371E+14;4.1956E+13;50;1.78361E+13
20/01/1985;9.85475E+15;1.38083E+14;2.47805E+15;4680;4.945E+15;1.22183E+16;1.38939E+16;9.25277E+15;8.06894E+13;-3.31364E+14;-4.48883E+14;4.48883E+14;1.68576E+14;0;1.51323E+13
27/01/1985;9.85475E+15;1.38083E+14;2.47805E+15;4680;4.945E+15;1.22183E+16;1.38939E+16;9.25277E+15;8.06894E+13;-3.31364E+14;-4.48883E+14;4.48883E+14;1.68576E+14;0;1.51323E+13
03/02/1985;9.85475E+15;1.38083E+14;2.47805E+15;4680;4.945E+15;1.22183E+16;1.38939E+16;9.25277E+15;8.06894E+13;-3.31364E+14;-4.48883E+14;4.48883E+14;1.68576E+14;0;1.51323E+13
10/02/1985;9.85475E+15;1.38083E+14;2.47805E+15;4680;4.945E+15;1.22183E+16;1.38939E+16;9.25277E+15;8.06894E+13;-3.31364E+14;-4.48883E+14;4.48883E+14;1.68576E+14;0;1.51323E+13
17/02/1985;9.85475E+15;1.38083E+14;2.47805E+15;4680;4.945E+15;1.22183E+16;1.38939E+16;9.25277E+15;8.06894E+13;-3.31364E+14;-4.48883E+14;4.48883E+14;1.68576E+14;0;1.51323E+13
24/02/1985;9.83157E+15;1.34141E+14;2.46903E+15;4970;4.941E+15;1.14605E+16;1.40931E+16;9.26459E+15;3.7775E+14;-2.06163E+14;-3.04371E+14;1.32785E+14;4.97236E+14;0;1.19877E+13
03/03/1985;9.83157E+15;1.34141E+14;2.46903E+15;4970;4.941E+15;1.14605E+16;1.40931E+16;9.26459E+15;3.7775E+14;-2.06163E+14;-3.04371E+14;1.32785E+14;4.97236E+14;0;1.19877E+13
10/03/1985;9.81812E+15;1.35641E+14;2.50389E+15;5010;4.937E+15;1.12944E+15;1.45096E+15;9.49792E+13;4.07131E+14;-2.4003E+14;-3.40223E+14;4.38628E+13;3.7775E+14;54;1.31073E+13
17/03/1985;9.81812E+15;1.35641E+14;2.50389E+15;5010;4.937E+15;1.12944E+15;1.45096E+15;9.49792E+13;4.07131E+14;-2.4003E+14;-3.40223E+14;4.38628E+13;3.7775E+14;54;1.31073E+13
24/03/1985;9.78974E+15;1.20495E+14;2.43067E+15;5170;4.936E+15;1.09633E+16;1.66683E+15;9.43536E+15;-4.05186E+13;8.06894E+13;-3.31364E+14;-4.48883E+14;4.48883E+14;47;1.55619E+13
31/03/1985;9.78974E+15;1.20495E+14;2.43067E+15;5200;4.936E+15;1.09001E+16;1.66683E+15;9.43536E+15;-4.57748E+14;3.7775E+14;-2.06163E+14;-3.04371E+14;1.32785E+14;4.8E+15;1.6446E+13
07/04/1985;9.78617E+15;1.21696E+14;2.44121E+15;5170;4.935E+15;1.0944E+16;1.67694E+15;9.49598E+15;1.60005E+14;7.79773E+13;-1.57293E+14;-3.74449E+14;-1.76256E+12;48;1.51323E+13
14/04/1985;9.75408E+15;1.21413E+14;2.46771E+15;5070;4.928E+15;1.10561E+16;1.71674E+16;9.62583E+15;-17.76356839;-4.05186E+13;8.06894E+13;-3.31364E+14;-4.48883E+14;46;1.55619E+13
21/04/1985;9.35051E+14;9.90112E+13;1.69532E+15;5050;4.934E+15;1.15843E+16;1.62213E+15;9.31983E+15;-6.03858E+14;-2.4849E+14;4.07131E+14;-2.4003E+14;-3.40223E+14;54;2.36167E+13
28/04/1985;9.34434E+15;9.8371E+13;1.69049E+15;5030;4.933E+15;1.1622E+16;1.62213E+15;9.31983E+15;-5.37161E+14;1.60005E+14;7.79773E+13;-1.57293E+14;-3.74449E+14;46;2.19308E+13
05/05/1985;9.34795E+15;1.0743E+14;1.74329E+15;4810;4.932E+15;1.21024E+15;1.68183E+16;9.64232E+15;6.44376E+14;-5.23859E+14;-4.57748E+14;3.7775E+14;-2.06163E+14;0;1.51323E+13
12/05/1985;9.34795E+15;1.0743E+14;1.74329E+15;4810;4.932E+15;1.21024E+15;1.68183E+16;9.64232E+15;6.44376E+14;-5.23859E+14;-4.57748E+14;3.7775E+14;-2.06163E+14;0;1.51323E+13
19/05/1985;9.34881E+15;1.14458E+14;1.76931E+15;4980;4.931E+15;1.16654E+14;1.67793E+16;9.65583E+15;8.52348E+14;-6.03858E+14;-2.4849E+14;4.07131E+14;-2.4003E+14;52;1.31073E+13
26/05/1985;9.34881E+15;1.14458E+14;1.76931E+15;5010;4.931E+15;1.15955E+15;1.67793E+16;9.65583E+15;8.30921E+14;-5.37161E+14;1.60005E+14;7.79773E+13;-1.57293E+14;48;1.23532E+13
02/06/1985;9.37278E+14;1.18025E+14;1.78563E+15;5090;4.935E+15;1.14501E+16;1.67793E+16;9.65583E+15;1.34955E+15;6.44376E+14;-5.23859E+14;-4.57748E+14;3.7775E+14;49;5.95718E+12
09/06/1985;9.37278E+14;1.18025E+14;1.78563E+15;5090;4.935E+15;1.14501E+16;1.67793E+16;9.65583E+15;1.34955E+15;6.44376E+14;-5.23859E+14;-4.57748E+14;3.7775E+14;49;5.95718E+12
16/06/1985;9.39771E+15;2.14037E+14;2.12127E+15;5080;4.916E+15;1.10414E+16;1.67793E+16;9.65583E+15;1.55708E+15;8.30921E+14;-5.37161E+14;1.60005E+14;7.79773E+13;0;4.21361E+12
23/06/1985;9.39771E+15;2.14037E+14;2.12127E+15;5080;4.916E+15;1.10414E+16;1.67793E+16;9.65583E+15;1.55708E+15;8.30921E+14;-5.37161E+14;1.60005E+14;7.79773E+13;0;4.21361E+12
30/06/1985;9.39771E+15;2.14037E+14;2.12127E+15;5080;4.916E+15;1.10414E+16;1.67793E+16;9.65583E+15;1.55708E+15;8.30921E+14;-5.37161E+14;1.60005E+14;7.79773E+13;0;4.21361E+12
07/07/1985;9.37398E+15;2.09335E+14;2.10719E+15;5020;4.912E+15;1.1136E+16;1.67793E+16;9.65583E+15;1.72472E+15;4.65872E+13;0;-17.76356839;-4.05186E+13;46;3.42677E+12
14/07/1985;9.37398E+15;2.09335E+14;2.10719E+15;5020;4.912E+15;1.1136E+16;1.67793E+16;9.65583E+15;1.72472E+15;4.65872E+13;0;-17.76356839;-4.05186E+13;46;3.42677E+12
21/07/1985;9.29219E+14;1.9624E+14;1.95419E+14;5170;4.899E+15;1.06324E+16;1.7798E+16;1.00862E+15;1.50237E+15;1.08862E+15;8.52348E+14;-6.03858E+14;-2.4849E+14;0;2.18885E+12
28/07/1985;9.29219E+14;1.9624E+14;1.95419E+14;5170;4.899E+15;1.06324E+16;1.7798E+16;1.00862E+15;1.50237E+15;1.08862E+15;8.52348E+14;-6.03858E+14;-2.4849E+14;0;2.18885E+12
04/08/1985;9.28984E+15;1.77232E+14;1.87912E+15;5230;4.903E+15;1.05907E+16;1.96009E+15;9.23121E+15;2.51095E+14;1.72472E+15;4.65872E+13;0;-17.76356839;515;2.88108E+12
11/08/1985;9.27176E+15;1.73596E+14;1.8611E+15;5260;4.9E+15;1.05115E+16;1.89431E+16;8.98928E+15;2.06781E+14;8.79978E+14;1.55708E+15;8.30921E+14;-5.37161E+14;47;1.98896E+12
18/08/1985;9.28894E+15;1.76145E+13;1.85324E+15;5180;4.903E+15;1.07168E+16;1.84614E+16;8.86935E+15;5.42444E+14;-4.02236E+14;1.51834E+15;1.34955E+15;6.44376E+14;4.76667E+15;1.89442E+12
25/08/1985;8.76347E+15;1.4102E+14;6.2661E+14;5140;4.92E+15;1.18975E+16;1.84614E+16;8.86935E+15;-6.2812E+14;-2.02198E+14;1.50237E+15;1.08862E+15;8.52348E+14;0;3.88428E+12
01/09/1985;8.76347E+15;1.4102E+14;6.2661E+14;5140;4.92E+15;1.18975E+16;1.84614E+16;8.86935E+15;-6.2812E+14;-2.02198E+14;1.50237E+15;1.08862E+15;8.52348E+14;0;3.88428E+12
08/09/1985;8.75778E+15;1.39968E+14;6.23261E+13;5290;4.919E+15;1.15507E+16;1.84614E+16;8.86935E+15;-5.36431E+14;2.06781E+14;8.79978E+14;1.55708E+15;8.30921E+14;0;2.88108E+12
15/09/1985;8.75778E+15;1.39968E+14;6.23261E+13;5290;4.919E+15;1.15507E+16;1.84614E+16;8.86935E+15;-5.36431E+14;2.06781E+14;8.79978E+14;1.55708E+15;8.30921E+14;0;2.88108E+12
22/09/1985;8.74492E+15;1.40127E+14;6.26833E+14;5360;4.917E+16;1.13709E+16;1.88795E+16;8.94291E+15;-5.30517E+13;4.66725E+14;2.51095E+14;1.72472E+15;4.65872E+13;49;3.01088E+11
29/09/1985;8.74492E+15;1.40127E+14;6.26833E+14;5360;4.917E+16;1.13709E+16;1.88795E+16;8.94291E+15;-5.30517E+13;4.66725E+14;2.51095E+14;1.72472E+15;4.65872E+13;49;3.01088E+11
06/10/1985;8.74492E+15;1.40127E+14;6.26833E+14;5360;4.917E+16;1.13709E+16;1.88795E+16;8.94291E+15;-5.30517E+13;4.66725E+14;2.51095E+14;1.72472E+15;4.65872E+13;49;3.01088E+11
13/10/1985;8.7287E+15;8.31363E+13;4.58002E+14;5460;4.926E+15;1.14901E+16;2.26443E+16;1.01147E+15;-1.10457E+15;-5.36431E+14;2.06781E+14;8.79978E+14;1.55708E+15;5.4E+15;6.17913E+12
20/10/1985;8.7427E+15;7.86536E+13;4.50792E+14;5330;4.928E+15;1.18024E+16;2.11868E+15;9.41954E+15;-1.11061E+15;-8.58029E+14;5.42444E+14;-4.02236E+14;1.51834E+15;51;7.38021E+11
27/10/1985;8.79566E+15;7.7044E+13;4.47925E+13;5290;4.939E+15;1.20328E+15;1.82846E+15;8.66774E+15;-6.37687E+14;-1.09322E+15;-5.30517E+13;4.66725E+14;2.51095E+14;0;9.95324E+12
03/11/1985;8.79566E+15;7.7044E+13;4.47925E+13;5290;4.939E+15;1.20328E+15;1.82846E+15;8.66774E+15;-6.37687E+14;-1.09322E+15;-5.30517E+13;4.66725E+14;2.51095E+14;0;9.95324E+12
10/11/1985;8.79566E+15;7.7044E+13;4.47925E+13;5290;4.939E+15;1.20328E+15;1.82846E+15;8.66774E+15;-6.37687E+14;-1.09322E+15;-5.30517E+13;4.66725E+14;2.51095E+14;0;9.95324E+12
17/11/1985;8.83253E+15;7.54812E+13;4.50313E+14;5470;4.945E+15;1.17113E+16;1.82928E+16;8.84334E+15;-6.14104E+14;-1.11061E+15;-8.58029E+14;5.42444E+14;-4.02236E+14;45;1.12798E+13
24/11/1985;8.83253E+15;7.54812E+13;4.50313E+14;5470;4.945E+15;1.17113E+16;1.82928E+16;8.84334E+15;-6.14104E+14;-1.11061E+15;-8.58029E+14;5.42444E+14;-4.02236E+14;45;1.12798E+13
01/12/1985;8.84502E+15;7.56698E+13;4.57041E+13;5370;4.947E+15;1.19486E+16;1.83046E+15;9.01755E+15;3.214E+14;-6.14104E+14;-1.11061E+15;-8.58029E+14;5.42444E+14;4.86667E+15;9.03399E+12
08/12/1985;8.83938E+15;7.46421E+13;4.54428E+14;5250;4.946E+16;1.22104E+16;1.83046E+15;9.01755E+15;2.79307E+14;-4.24946E+14;-9.10808E+13;-1.17813E+14;-6.2812E+14;0;8.74154E+12
15/12/1985;8.83938E+15;7.46421E+13;4.54428E+14;5250;4.946E+16;1.22104E+16;1.83046E+15;9.01755E+15;2.79307E+14;-4.24946E+14;-9.10808E+13;-1.17813E+14;-6.2812E+14;0;8.74154E+12
22/12/1985;8.83382E+15;7.38E+13;4.50824E+13;5380;4.945E+15;1.1906E+16;1.83046E+15;9.01755E+15;3.24377E+13;-4.70016E+14;-3.56564E+14;-1.10457E+15;-5.36431E+14;0;8.74154E+12
29/12/1985;8.83382E+15;7.38E+13;4.50824E+13;5380;4.945E+15;1.1906E+16;1.83046E+15;9.01755E+15;3.24377E+13;-4.70016E+14;-3.56564E+14;-1.10457E+15;-5.36431E+14;0;8.74154E+12
05/01/1986;8.83382E+15;7.38E+13;4.50824E+13;5380;4.945E+15;1.1906E+16;1.83046E+15;9.01755E+15;3.24377E+13;-4.70016E+14;-3.56564E+14;-1.10457E+15;-5.36431E+14;0;8.74154E+12
12/01/1986;8.83927E+15;7.41315E+13;4.55609E+14;5550;4.946E+16;1.15477E+16;1.83046E+15;9.01755E+15;3.79462E+14;-4.59027E+13;-6.37687E+14;-1.09322E+15;-5.30517E+13;54;7.9049E+12
