time;b-value;Mean square deviation;Magnitude deficit;Elapsed days;Mean magnitude;Rate of square root of energy released;Mean time between characteristic events;Coefficient of variation from mean time;x_1i;x_2i;x_3i;x_4i;x_5i;x_6i;x_7i
03/11/1974;8.85901E+15;1.69028E+14;-4.05367E+15;24420;5.069E+15;3.18873E+15;4.95022E+16;5.05586E+15;0;1.25873E+14;-3.87917E+13;5.90533E+14;-9.1491E+14;45;1.31073E+13
10/11/1974;9.32661E+15;1.60145E+14;-2.92516E+15;23580;5.047E+16;3.13943E+15;4.95022E+16;5.05586E+15;8.47055E+14;4.30848E+13;1.68576E+14;-3.87917E+13;4.29145E+14;0;6.88116E+11
17/11/1974;9.32661E+15;1.60145E+14;-2.92516E+15;23580;5.047E+16;3.13943E+15;4.95022E+16;5.05586E+15;8.47055E+14;4.30848E+13;1.68576E+14;-3.87917E+13;4.29145E+14;0;6.88116E+11
24/11/1974;9.58862E+15;1.71961E+14;-2.40018E+15;23280;5.044E+16;3.12803E+15;4.95022E+16;5.05586E+15;9.05535E+13;2.62044E+14;5.22626E+14;-6.95749E+12;3.81094E+14;58;1.02739E+13
01/12/1974;9.59048E+14;1.50786E+14;-2.28382E+15;22960;5.031E+16;3.10238E+15;4.95022E+16;5.05586E+15;3.5904E+14;2.9376E+14;2.37983E+14;-8.44454E+12;52437302868;0;9.63976E+12
08/12/1974;9.59048E+14;1.50786E+14;-2.28382E+15;22960;5.031E+16;3.10238E+15;4.95022E+16;5.05586E+15;3.5904E+14;2.9376E+14;2.37983E+14;-8.44454E+12;52437302868;0;9.63976E+12
15/12/1974;9.59048E+14;1.50786E+14;-2.28382E+15;22960;5.031E+16;3.10238E+15;4.95022E+16;5.05586E+15;3.5904E+14;2.9376E+14;2.37983E+14;-8.44454E+12;52437302868;0;9.63976E+12
22/12/1974;9.59048E+14;1.50786E+14;-2.28382E+15;22960;5.031E+16;3.10238E+15;4.95022E+16;5.05586E+15;3.5904E+14;2.9376E+14;2.37983E+14;-8.44454E+12;52437302868;0;9.63976E+12
29/12/1974;9.59048E+14;1.50786E+14;-2.28382E+15;22960;5.031E+16;3.10238E+15;4.95022E+16;5.05586E+15;3.5904E+14;2.9376E+14;2.37983E+14;-8.44454E+12;52437302868;0;9.63976E+12
05/01/1975;9.59048E+14;1.50786E+14;-2.28382E+15;22960;5.031E+16;3.10238E+15;4.95022E+16;5.05586E+15;3.5904E+14;2.9376E+14;2.37983E+14;-8.44454E+12;52437302868;0;9.63976E+12
12/01/1975;9.59048E+14;1.50786E+14;-2.28382E+15;22960;5.031E+16;3.10238E+15;4.95022E+16;5.05586E+15;3.5904E+14;2.9376E+14;2.37983E+14;-8.44454E+12;52437302868;0;9.63976E+12
19/01/1975;9.59432E+15;1.34752E+14;-2.19769E+14;21000;5023;3.33859E+15;4.95022E+16;5.05586E+15;-1.41593E+14;5.86421E+14;0;1.25873E+14;-3.87917E+13;49;9.63976E+12
26/01/1975;9.58706E+15;1.22806E+14;-2.15026E+14;20710;5017;3.34612E+15;5.04505E+15;5.26233E+15;5.14201E+13;8.47055E+14;4.30848E+13;1.68576E+14;-3.87917E+13;50;6.64103E+12
02/02/1975;9.4928E+12;1.34381E+14;-2.36029E+15;20070;502;3.4954E+15;5.04505E+15;5.26233E+15;2.33824E+14;9.05535E+13;2.62044E+14;5.22626E+14;-6.95749E+12;59;8.74154E+12
09/02/1975;9.75884E+14;1.54862E+14;-1.74055E+15;19660;5.005E+15;3.36988E+15;5.04505E+15;5.26233E+15;1.41593E+14;3.5904E+14;2.9376E+14;2.37983E+14;-8.44454E+12;0;8.74154E+12
16/02/1975;1.00597E+16;1.44106E+13;-1.1535E+15;17580;4.998E+15;3.66837E+15;4.94133E+16;5.25698E+15;-4.63277E+13;-1.41593E+14;5.86421E+14;0;1.25873E+14;0;9.95324E+12
23/02/1975;1.00597E+16;1.44106E+13;-1.1535E+15;17580;4.998E+15;3.66837E+15;4.94133E+16;5.25698E+15;-4.63277E+13;-1.41593E+14;5.86421E+14;0;1.25873E+14;0;9.95324E+12
02/03/1975;1.01028E+15;1.19686E+14;-9.65688E+13;15070;4.986E+15;4.17621E+16;4.94133E+16;5.25698E+15;-3.49754E+14;5.14201E+13;8.47055E+14;4.30848E+13;1.68576E+14;45;8.45594E+12
09/03/1975;1.01028E+15;1.19686E+14;-9.65688E+13;15070;4.986E+15;4.17621E+16;4.94133E+16;5.25698E+15;-3.49754E+14;5.14201E+13;8.47055E+14;4.30848E+13;1.68576E+14;45;8.45594E+12
16/03/1975;1.0044E+16;9.40642E+12;-8.60656E+14;14720;4965;4.13247E+15;4.94133E+16;5.25698E+15;1.45639E+14;1.41593E+14;3.5904E+14;2.9376E+14;2.37983E+14;455;7.9049E+12
23/03/1975;1.0058E+16;6.43866E+13;-5.13166E+14;12830;4.938E+15;4.49698E+15;4.94133E+16;5.25698E+15;6.20583E+14;9.66323E+13;2.33824E+14;9.05535E+13;2.62044E+14;47;5.32627E+12
30/03/1975;1.0058E+16;6.43866E+13;-5.13166E+14;12830;4.938E+15;4.49698E+15;4.94133E+16;5.25698E+15;6.20583E+14;9.66323E+13;2.33824E+14;9.05535E+13;2.62044E+14;47;5.32627E+12
06/04/1975;1.00719E+16;5.88829E+13;-3.23346E+14;9510;4.927E+15;5.92997E+15;3.19362E+15;1.37904E+16;4.58525E+14;2.84553E+14;-4.63277E+13;-1.41593E+14;5.86421E+14;58;5.95718E+12
13/04/1975;1.00719E+16;5.88829E+13;-3.23346E+14;9510;4.927E+15;5.92997E+15;3.19362E+15;1.37904E+16;4.58525E+14;2.84553E+14;-4.63277E+13;-1.41593E+14;5.86421E+14;58;5.95718E+12
20/04/1975;1.01307E+15;6.00761E+13;-3.00996E+14;8120;4.935E+15;7.00333E+15;3.00958E+15;1.29297E+16;-5.71577E+14;5.71577E+14;1.45639E+14;1.41593E+14;3.5904E+14;505;7.9049E+12
27/04/1975;1.01381E+16;5.9503E+13;-3.02456E+14;8170;4.936E+15;6.97077E+15;3.02626E+15;1.3118E+16;-6.02796E+12;4.58525E+14;2.84553E+14;-4.63277E+13;-1.41593E+14;505;9.03399E+12
04/05/1975;1.01807E+15;6.06177E+13;-2.91721E+14;8250;4.942E+15;6.9506E+15;2.94425E+15;1.27825E+16;-8.55004E+14;-3.19373E+14;6.20583E+14;9.66323E+13;2.33824E+14;51;1.19877E+13
11/05/1975;1.01589E+16;5.92989E+13;-2.99536E+12;8330;4939;6.86103E+15;2.96219E+16;1.26307E+15;-4.52994E+14;-6.02796E+12;4.58525E+14;2.84553E+14;-4.63277E+13;0;1.23532E+13
18/05/1975;1.01589E+16;5.92989E+13;-2.99536E+12;8330;4939;6.86103E+15;2.96219E+16;1.26307E+15;-4.52994E+14;-6.02796E+12;4.58525E+14;2.84553E+14;-4.63277E+13;0;1.23532E+13
25/05/1975;1.01589E+16;5.92989E+13;-2.99536E+12;8330;4939;6.86103E+15;2.96219E+16;1.26307E+15;-4.52994E+14;-6.02796E+12;4.58525E+14;2.84553E+14;-4.63277E+13;0;1.23532E+13
01/06/1975;1.01589E+16;5.92989E+13;-2.99536E+12;8330;4939;6.86103E+15;2.96219E+16;1.26307E+15;-4.52994E+14;-6.02796E+12;4.58525E+14;2.84553E+14;-4.63277E+13;0;1.23532E+13
08/06/1975;1.01808E+16;5.98497E+13;-2.87542E+13;8440;4.942E+15;6.78961E+15;2.96219E+16;1.26307E+15;-1.32785E+14;-6.19876E+14;-5.09233E+13;2.98334E+14;-3.49754E+14;0;1.19877E+13
15/06/1975;1.01808E+16;5.98497E+13;-2.87542E+13;8440;4.942E+15;6.78961E+15;2.96219E+16;1.26307E+15;-1.32785E+14;-6.19876E+14;-5.09233E+13;2.98334E+14;-3.49754E+14;0;1.19877E+13
22/06/1975;1.01381E+15;5.87384E+13;-3.04764E+14;8470;4.936E+15;6.72512E+15;2.96086E+16;1.23799E+16;-1.887379142;-8.55004E+14;-3.19373E+14;6.20583E+14;9.66323E+13;45;1.19877E+13
29/06/1975;1.0131E+16;5.89574E+13;-3.03359E+14;8220;4.935E+15;6.91942E+15;3.12708E+16;1.30403E+16;-1.26987E+14;-6.89356E+13;-5.71577E+14;5.71577E+14;1.45639E+14;0;1.38931E+13
06/07/1975;1.0131E+16;5.89574E+13;-3.03359E+14;8220;4.935E+15;6.91942E+15;3.12708E+16;1.30403E+16;-1.26987E+14;-6.89356E+13;-5.71577E+14;5.71577E+14;1.45639E+14;0;1.38931E+13
13/07/1975;1.01453E+16;5.93566E+13;-2.9456E+14;8370;4.937E+15;6.80645E+14;3.12708E+16;1.30403E+16;1.76256E+13;-4.52994E+14;-6.02796E+12;4.58525E+14;2.84553E+14;48;1.09371E+13
20/07/1975;1.01519E+15;5.97885E+13;-2.80823E+14;8330;4.938E+15;6.83587E+15;3.25029E+15;1.37609E+16;9.06928E+14;-1.887379142;-8.55004E+14;-3.19373E+14;6.20583E+14;485;6.40705E+12
27/07/1975;1.01227E+15;5.86838E+13;-2.94314E+14;8220;4.934E+15;6.90024E+15;3.22292E+15;1.33802E+15;8.26579E+13;1.76256E+13;-4.52994E+14;-6.02796E+12;4.58525E+14;0;6.17913E+12
03/08/1975;1.01227E+15;5.86838E+13;-2.94314E+14;8220;4.934E+15;6.90024E+15;3.22292E+15;1.33802E+15;8.26579E+13;1.76256E+13;-4.52994E+14;-6.02796E+12;4.58525E+14;0;6.17913E+12
10/08/1975;1.01227E+15;5.86838E+13;-2.94314E+14;8220;4.934E+15;6.90024E+15;3.22292E+15;1.33802E+15;8.26579E+13;1.76256E+13;-4.52994E+14;-6.02796E+12;4.58525E+14;0;6.17913E+12
17/08/1975;1.01084E+16;5.82144E+13;-3.03131E+14;8290;4.932E+15;6.83083E+15;3.22292E+15;1.33802E+15;5.24358E+13;9.06928E+14;-1.32785E+14;-6.19876E+14;-5.09233E+13;46;6.17913E+12
24/08/1975;1.00766E+15;6.05189E+13;-3.98715E+14;8320;4.932E+15;6.82037E+15;3.37776E+14;1.37755E+16;-4.01678E+14;1.12047E+15;-1.26987E+14;-6.89356E+13;-5.71577E+14;0;8.45594E+12
31/08/1975;1.00766E+15;6.05189E+13;-3.98715E+14;8320;4.932E+15;6.82037E+15;3.37776E+14;1.37755E+16;-4.01678E+14;1.12047E+15;-1.26987E+14;-6.89356E+13;-5.71577E+14;0;8.45594E+12
07/09/1975;1.00766E+15;6.05189E+13;-3.98715E+14;8340;4.932E+15;6.80401E+15;3.37776E+14;1.37755E+16;-3.56564E+14;8.26579E+13;1.76256E+13;-4.52994E+14;-6.02796E+12;0;7.9049E+12
14/09/1975;1.00766E+15;6.05189E+13;-3.98715E+14;8340;4.932E+15;6.80401E+15;3.37776E+14;1.37755E+16;-3.56564E+14;8.26579E+13;1.76256E+13;-4.52994E+14;-6.02796E+12;0;7.9049E+12
21/09/1975;1.00766E+15;6.05189E+13;-3.98715E+14;8340;4.932E+15;6.80401E+15;3.37776E+14;1.37755E+16;-3.56564E+14;8.26579E+13;1.76256E+13;-4.52994E+14;-6.02796E+12;0;7.9049E+12
28/09/1975;1.00766E+15;6.05189E+13;-3.98715E+14;8340;4.932E+15;6.80401E+15;3.37776E+14;1.37755E+16;-3.56564E+14;8.26579E+13;1.76256E+13;-4.52994E+14;-6.02796E+12;0;7.9049E+12
05/10/1975;1.00766E+15;6.05189E+13;-3.98715E+14;8340;4.932E+15;6.80401E+15;3.37776E+14;1.37755E+16;-3.56564E+14;8.26579E+13;1.76256E+13;-4.52994E+14;-6.02796E+12;0;7.9049E+12
12/10/1975;1.00766E+15;6.05189E+13;-3.98715E+14;8340;4.932E+15;6.80401E+15;3.37776E+14;1.37755E+16;-3.56564E+14;8.26579E+13;1.76256E+13;-4.52994E+14;-6.02796E+12;0;7.9049E+12
19/10/1975;1.00766E+15;6.05189E+13;-3.98715E+14;8660;4.932E+15;6.55259E+15;3.50621E+15;1.41168E+16;-5.97037E+14;5.24358E+13;9.06928E+14;-1.32785E+14;-6.19876E+14;49;9.33337E+12
26/10/1975;1.00766E+15;6.05189E+13;-3.98715E+14;8660;4.932E+15;6.55259E+15;3.50621E+15;1.41168E+16;-5.97037E+14;5.24358E+13;9.06928E+14;-1.32785E+14;-6.19876E+14;49;9.33337E+12
02/11/1975;1.00766E+15;6.05189E+13;-3.98715E+14;8660;4.932E+15;6.55259E+15;3.50621E+15;1.41168E+16;-5.97037E+14;5.24358E+13;9.06928E+14;-1.32785E+14;-6.19876E+14;49;9.33337E+12
09/11/1975;1.00766E+15;6.05189E+13;-3.98715E+14;8660;4.932E+15;6.55259E+15;3.50621E+15;1.41168E+16;-5.97037E+14;5.24358E+13;9.06928E+14;-1.32785E+14;-6.19876E+14;49;9.33337E+12
16/11/1975;1.00766E+15;6.05189E+13;-3.98715E+14;8660;4.932E+15;6.55259E+15;3.50621E+15;1.41168E+16;-5.97037E+14;5.24358E+13;9.06928E+14;-1.32785E+14;-6.19876E+14;49;9.33337E+12
23/11/1975;1.00766E+15;6.05189E+13;-3.98715E+14;8660;4.932E+15;6.55259E+15;3.50621E+15;1.41168E+16;-5.97037E+14;5.24358E+13;9.06928E+14;-1.32785E+14;-6.19876E+14;49;9.33337E+12
30/11/1975;1.00766E+15;6.05189E+13;-3.98715E+14;8660;4.932E+15;6.55259E+15;3.50621E+15;1.41168E+16;-5.97037E+14;5.24358E+13;9.06928E+14;-1.32785E+14;-6.19876E+14;49;9.33337E+12
07/12/1975;1.00702E+16;6.07257E+13;-4.05305E+14;9030;4.931E+15;6.2821E+15;3.50621E+15;1.41168E+16;5.07069E+13;-4.01678E+14;1.12047E+15;-1.26987E+14;-6.89356E+13;49;5.95718E+12
14/12/1975;1.00702E+16;6.07257E+13;-4.05305E+14;9030;4.931E+15;6.2821E+15;3.50621E+15;1.41168E+16;5.07069E+13;-4.01678E+14;1.12047E+15;-1.26987E+14;-6.89356E+13;49;5.95718E+12
21/12/1975;1.00702E+16;6.07257E+13;-4.05305E+14;9030;4.931E+15;6.2821E+15;3.50621E+15;1.41168E+16;5.07069E+13;-4.01678E+14;1.12047E+15;-1.26987E+14;-6.89356E+13;49;5.95718E+12
28/12/1975;1.00816E+16;5.93403E+12;-4.35447E+14;9100;4.928E+15;6.20574E+15;3.43662E+16;1.36618E+16;1.26909E+15;-5.97037E+14;5.24358E+13;9.06928E+14;-1.32785E+14;0;3.88428E+11
04/01/1976;1.01227E+15;4.18045E+13;-2.53056E+14;8910;4.917E+15;6.16835E+15;3.43662E+16;1.36618E+16;7.24493E+14;4.49766E+14;-4.49766E+14;9.06928E+14;-1.887379142;0;3.88428E+11
11/01/1976;1.01227E+15;4.18045E+13;-2.53056E+14;8910;4.917E+15;6.16835E+15;3.43662E+16;1.36618E+16;7.24493E+14;4.49766E+14;-4.49766E+14;9.06928E+14;-1.887379142;0;3.88428E+11
18/01/1976;1.01371E+16;4.21505E+13;-2.44038E+14;8890;4.919E+15;6.19172E+14;3.43662E+16;1.36618E+16;1.15396E+14;7.95411E+14;-3.56564E+14;8.26579E+13;1.76256E+13;0;4.21361E+12
25/01/1976;1.01443E+16;4.20485E+13;-2.39095E+14;8970;4.92E+15;6.14046E+15;3.43662E+16;1.36618E+16;1.20307E+14;1.26909E+15;-5.97037E+14;5.24358E+13;9.06928E+14;47;3.57453E+12
01/02/1976;1.01443E+16;4.20485E+13;-2.39095E+14;8970;4.92E+15;6.14046E+15;3.43662E+16;1.36618E+16;1.20307E+14;1.26909E+15;-5.97037E+14;5.24358E+13;9.06928E+14;47;3.57453E+12
08/02/1976;1.01443E+16;4.20485E+13;-2.39095E+14;8970;4.92E+15;6.14046E+15;3.43662E+16;1.36618E+16;1.20307E+14;1.26909E+15;-5.97037E+14;5.24358E+13;9.06928E+14;47;3.57453E+12
15/02/1976;1.01443E+16;4.20485E+13;-2.39095E+14;8970;4.92E+15;6.14046E+15;3.43662E+16;1.36618E+16;1.20307E+14;1.26909E+15;-5.97037E+14;5.24358E+13;9.06928E+14;47;3.57453E+12
22/02/1976;1.00962E+16;4.14791E+13;-2.59805E+14;9130;4.914E+15;5.99643E+15;3.53012E+15;1.3934E+16;1.7765E+14;5.01289E+14;5.07069E+13;-4.01678E+14;1.12047E+15;46;3.727E+12
29/02/1976;1.00788E+16;4.35256E+13;-2.59349E+14;9120;4.912E+15;5.986E+15;3.27879E+15;1.42688E+15;5.85998E+13;1.15396E+14;7.95411E+14;-3.56564E+14;8.26579E+13;49;4.04645E+12
07/03/1976;1.02602E+15;3.36763E+13;2.8958E+14;8700;4.901E+15;6.02054E+15;3.76703E+15;1.1753E+16;5.56217E+14;5.85998E+13;1.15396E+14;7.95411E+14;-3.56564E+14;47;2.75556E+12
14/03/1976;1.02602E+15;3.36763E+13;2.8958E+14;8660;4.901E+15;6.04834E+15;3.76703E+15;1.1753E+16;3.08887E+14;-6.04699E+13;1.20307E+14;1.26909E+15;-5.97037E+14;0;3.01088E+11
21/03/1976;1.02602E+15;3.36763E+13;2.8958E+14;8660;4.901E+15;6.04834E+15;3.76703E+15;1.1753E+16;3.08887E+14;-6.04699E+13;1.20307E+14;1.26909E+15;-5.97037E+14;0;3.01088E+11
28/03/1976;1.02602E+15;3.36763E+13;2.8958E+14;8660;4.901E+15;6.04834E+15;3.76703E+15;1.1753E+16;3.08887E+14;-6.04699E+13;1.20307E+14;1.26909E+15;-5.97037E+14;0;3.01088E+11
04/04/1976;1.02602E+15;3.36763E+13;2.8958E+14;8660;4.901E+15;6.04834E+15;3.76703E+15;1.1753E+16;3.08887E+14;-6.04699E+13;1.20307E+14;1.26909E+15;-5.97037E+14;0;3.01088E+11
11/04/1976;1.02756E+15;2.70499E+13;2.26114E+14;8860;4.907E+15;5.98895E+15;3.76013E+16;1.20069E+15;1.75809E+14;-1.75809E+14;2.664535259;7.24493E+14;4.49766E+14;55;3.88428E+11
18/04/1976;1.06513E+16;4.27495E+13;9.52974E+14;8730;4.893E+15;5.76664E+15;3.76013E+16;1.20069E+15;3.57228E+14;-2.35645E+14;1.7765E+14;5.01289E+14;5.07069E+13;47;3.42677E+12
25/04/1976;1.06513E+16;4.27495E+13;9.52974E+14;8730;4.893E+15;5.76664E+15;3.76013E+16;1.20069E+15;3.57228E+14;-2.35645E+14;1.7765E+14;5.01289E+14;5.07069E+13;47;3.42677E+12
02/05/1976;1.06511E+16;3.71456E+13;8.41027E+14;8550;4.9E+15;5.98772E+15;3.48508E+15;1.10844E+16;4.97004E+14;1.75809E+14;-1.75809E+14;2.664535259;7.24493E+14;0;2.75556E+12
09/05/1976;1.06511E+16;3.71456E+13;8.41027E+14;8550;4.9E+15;5.98772E+15;3.48508E+15;1.10844E+16;4.97004E+14;1.75809E+14;-1.75809E+14;2.664535259;7.24493E+14;0;2.75556E+12
16/05/1976;1.06511E+16;3.71456E+13;8.41027E+14;8550;4.9E+15;5.98772E+15;3.48508E+15;1.10844E+16;4.97004E+14;1.75809E+14;-1.75809E+14;2.664535259;7.24493E+14;0;2.75556E+12
23/05/1976;1.06182E+15;3.77665E+12;8.37989E+14;8540;4.896E+15;5.96373E+15;3.50252E+15;1.08991E+16;2.51095E+14;3.57228E+14;-2.35645E+14;1.7765E+14;5.01289E+14;0;2.88108E+12
30/05/1976;1.06182E+15;3.77665E+12;8.37989E+14;8540;4.896E+15;5.96373E+15;3.50252E+15;1.08991E+16;2.51095E+14;3.57228E+14;-2.35645E+14;1.7765E+14;5.01289E+14;0;2.88108E+12
06/06/1976;1.06182E+15;3.77665E+12;8.37989E+14;8530;4.896E+15;5.97072E+15;3.50252E+15;1.08991E+16;-6.00223E+14;4.71942E+14;5.56217E+14;5.85998E+13;1.15396E+14;46;3.01088E+11
13/06/1976;1.06348E+16;3.83796E+13;8.44354E+14;8590;4.898E+15;5.94179E+15;3.50252E+15;1.08991E+16;-3.15584E+14;1.28281E+14;3.08887E+14;-6.04699E+13;1.20307E+14;515;3.42677E+12
20/06/1976;1.06348E+16;3.83796E+13;8.44354E+14;8590;4.898E+15;5.94179E+15;3.50252E+15;1.08991E+16;-3.15584E+14;1.28281E+14;3.08887E+14;-6.04699E+13;1.20307E+14;515;3.42677E+12
27/06/1976;1.06588E+16;3.18085E+13;9.71218E+14;8200;4.891E+15;6.15196E+15;3.56279E+14;1.1028E+16;-2.40633E+14;-3.15584E+14;1.28281E+14;3.08887E+14;-6.04699E+13;0;4.04645E+12
04/07/1976;1.06588E+16;3.18085E+13;9.71218E+14;8200;4.891E+15;6.15196E+15;3.56279E+14;1.1028E+16;-2.40633E+14;-3.15584E+14;1.28281E+14;3.08887E+14;-6.04699E+13;0;4.04645E+12
11/07/1976;1.06588E+16;3.18085E+13;9.71218E+14;8200;4.891E+15;6.15196E+15;3.56279E+14;1.1028E+16;-2.40633E+14;-3.15584E+14;1.28281E+14;3.08887E+14;-6.04699E+13;0;4.04645E+12
18/07/1976;1.0667E+16;3.08479E+13;9.68364E+14;8380;4.892E+15;6.02986E+15;3.63858E+15;1.14876E+15;-6.04699E+13;-3.76697E+14;4.97004E+14;1.75809E+14;-1.75809E+14;50;3.727E+12
25/07/1976;1.06051E+16;3.68336E+13;1.01605E+15;8360;4.882E+15;5.9451E+14;3.65115E+15;1.12144E+14;1.07505E+15;-5.44532E+14;-6.00223E+14;4.71942E+14;5.56217E+14;48;2.08708E+12
01/08/1976;1.06051E+16;3.68336E+13;1.01605E+15;8360;4.882E+15;5.9451E+14;3.65115E+15;1.12144E+14;1.07505E+15;-5.44532E+14;-6.00223E+14;4.71942E+14;5.56217E+14;48;2.08708E+12
08/08/1976;1.06051E+16;3.68336E+13;1.01605E+15;8360;4.882E+15;5.9451E+14;3.65115E+15;1.12144E+14;1.07505E+15;-5.44532E+14;-6.00223E+14;4.71942E+14;5.56217E+14;48;2.08708E+12
15/08/1976;1.0669E+16;3.39085E+12;1.00609E+15;8400;4.891E+16;5.98961E+15;3.59532E+15;1.12629E+16;8.39404E+14;-6.04699E+13;-3.76697E+14;4.97004E+14;1.75809E+14;0;2.08708E+12
22/08/1976;1.0669E+16;3.39085E+12;1.00609E+15;8400;4.891E+16;5.98961E+15;3.59532E+15;1.12629E+16;8.39404E+14;-6.04699E+13;-3.76697E+14;4.97004E+14;1.75809E+14;0;2.08708E+12
29/08/1976;1.07173E+16;3.45275E+13;1.01981E+15;8470;4.897E+15;5.98055E+15;3.49093E+15;1.10346E+16;3.37039E+14;9.64135E+14;-8.34448E+14;2.51095E+14;3.57228E+14;0;2.08708E+12
05/09/1976;1.07173E+16;3.45275E+13;1.01981E+15;8470;4.897E+15;5.98055E+15;3.49093E+15;1.10346E+16;3.37039E+14;9.64135E+14;-8.34448E+14;2.51095E+14;3.57228E+14;0;2.08708E+12
12/09/1976;1.07173E+16;3.45275E+13;1.01981E+15;8470;4.897E+15;5.98055E+15;3.49093E+15;1.10346E+16;3.37039E+14;9.64135E+14;-8.34448E+14;2.51095E+14;3.57228E+14;0;2.08708E+12
19/09/1976;1.07173E+16;3.45275E+13;1.01981E+15;8470;4.897E+15;5.98055E+15;3.49093E+15;1.10346E+16;3.37039E+14;9.64135E+14;-8.34448E+14;2.51095E+14;3.57228E+14;0;2.08708E+12
26/09/1976;1.07173E+16;3.45275E+13;1.01981E+15;8470;4.897E+15;5.98055E+15;3.49093E+15;1.10346E+16;3.37039E+14;9.64135E+14;-8.34448E+14;2.51095E+14;3.57228E+14;0;2.08708E+12
03/10/1976;1.07173E+16;3.45275E+13;1.01981E+15;8470;4.897E+15;5.98055E+15;3.49093E+15;1.10346E+16;3.37039E+14;9.64135E+14;-8.34448E+14;2.51095E+14;3.57228E+14;0;2.08708E+12
10/10/1976;1.07173E+16;3.45275E+13;1.01981E+15;8470;4.897E+15;5.98055E+15;3.49093E+15;1.10346E+16;3.37039E+14;9.64135E+14;-8.34448E+14;2.51095E+14;3.57228E+14;0;2.08708E+12
17/10/1976;1.06849E+16;3.50053E+13;8.50254E+14;8880;4.905E+15;5.81058E+15;3.49093E+15;1.10346E+16;-3.37039E+14;1.07505E+15;-5.44532E+14;-6.00223E+14;4.71942E+14;0;2.63421E+12
24/10/1976;1.06849E+16;3.50053E+13;8.50254E+14;8880;4.905E+15;5.81058E+15;3.49093E+15;1.10346E+16;-3.37039E+14;1.07505E+15;-5.44532E+14;-6.00223E+14;4.71942E+14;0;2.63421E+12
31/10/1976;1.06849E+16;3.50053E+13;8.50254E+14;8880;4.905E+15;5.81058E+15;3.49093E+15;1.10346E+16;-3.37039E+14;1.07505E+15;-5.44532E+14;-6.00223E+14;4.71942E+14;0;2.63421E+12
07/11/1976;1.07165E+16;3.64055E+13;8.62284E+14;9110;4.909E+15;5.68834E+15;3.64453E+15;1.1422E+16;-6.06933E+14;1.09866E+15;-2.40633E+14;-3.15584E+14;1.28281E+14;50;2.88108E+12
14/11/1976;1.07245E+16;3.6778E+13;8.63257E+14;9190;4.91E+15;5.64653E+14;3.53244E+16;1.11147E+16;-5.93623E+14;8.39404E+14;-6.04699E+13;-3.76697E+14;4.97004E+14;50;3.14503E+12
21/11/1976;1.0732E+15;3.62958E+13;8.60728E+14;9260;4.911E+15;5.61294E+15;3.35761E+15;1.05017E+16;-7.17821E+14;3.37039E+14;9.64135E+14;-8.34448E+14;2.51095E+14;51;3.42677E+12
28/11/1976;1.07898E+15;3.55946E+13;8.70438E+14;9300;4.919E+15;5.6402E+15;3.25148E+16;1.02143E+16;-4.32515E+14;-6.06933E+14;1.09866E+15;-2.40633E+14;-3.15584E+14;52;3.88428E+12
05/12/1976;1.08242E+16;3.51576E+13;1.03771E+15;9360;4.911E+15;5.50333E+15;3.25148E+16;1.02143E+16;-3.05617E+14;-5.93623E+14;8.39404E+14;-6.04699E+13;-3.76697E+14;45;3.88428E+12
12/12/1976;1.08242E+16;3.51576E+13;1.03771E+15;9360;4.911E+15;5.50333E+15;3.25148E+16;1.02143E+16;-3.05617E+14;-5.93623E+14;8.39404E+14;-6.04699E+13;-3.76697E+14;45;3.88428E+12
19/12/1976;1.08242E+16;3.51576E+13;1.03771E+15;9360;4.911E+15;5.50333E+15;3.25148E+16;1.02143E+16;-3.05617E+14;-5.93623E+14;8.39404E+14;-6.04699E+13;-3.76697E+14;45;3.88428E+12
26/12/1976;1.26617E+16;7.4947E+13;-1.75275E+15;9380;4.891E+16;4.87665E+15;3.25148E+16;1.02143E+16;1.2288E+14;-4.41895E+14;-3.37039E+14;1.07505E+15;-5.44532E+14;465;3.28363E+11
02/01/1977;1.26809E+16;7.52861E+13;-1.74522E+14;9390;4.893E+15;4.88129E+16;3.25148E+16;1.02143E+16;1.20307E+14;-4.32515E+14;-6.06933E+14;1.09866E+15;-2.40633E+14;48;3.57453E+12
09/01/1977;1.2686E+16;8.06558E+13;-1.81738E+15;9450;4.9E+15;4.91645E+15;3.27812E+16;1.04835E+16;-3.46263E+14;-3.05617E+14;-5.93623E+14;8.39404E+14;-6.04699E+13;0;4.93389E+12
16/01/1977;1.26953E+16;8.0684E+13;-1.81334E+15;9480;4.901E+15;4.90534E+15;3.27812E+16;1.04835E+16;-6.4512E+14;6.17668E+13;-7.17821E+14;3.37039E+14;9.64135E+14;0;5.12732E+12
23/01/1977;1.26953E+16;8.0684E+13;-1.81334E+15;9480;4.901E+15;4.90534E+15;3.27812E+16;1.04835E+16;-6.4512E+14;6.17668E+13;-7.17821E+14;3.37039E+14;9.64135E+14;0;5.12732E+12
30/01/1977;1.2714E+16;8.03155E+13;-1.8047E+15;9430;4.903E+15;4.93959E+16;3.27812E+16;1.04835E+16;-1.8335E+14;1.2288E+14;-4.41895E+14;-3.37039E+14;1.07505E+15;0;3.727E+12
