DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID
2023/11/07 17:57:18.62,38.94950,-118.55417,-1.870,3.33,ML,16,169,78,0.55,NCSN,73957320
2023/11/10 15:30:43.47,38.21667,-117.83350,-1.840,4.14,Mw,49,144,19,0.54,NCSN,73960946
2023/11/11 03:15:24.73,40.41700,-124.82083,17.420,4.10,Mw,146,221,42,0.21,NCSN,73961261
2023/11/13 17:54:51.05,37.24733,-118.27533,12.750,3.23,ML,39,103,2,0.08,NCSN,73962521
2023/11/19 13:26:24.06,40.62433,-123.62517,22.720,3.24,ML,79,20,17,0.15,NCSN,73964546
2023/11/22 15:49:00.46,40.63334,-124.31300,22.720,3.17,ML,36,211,8,0.10,NCSN,73965951
2023/11/27 10:37:40.36,35.52283,-118.38483,9.080,3.70,ML,34,36,23,0.10,NCSN,73968356
2023/11/28 07:59:39.53,34.26400,-116.80950,-1.140,3.62,ML,31,77,10,0.67,NCSN,73968911
2023/11/28 09:32:27.93,40.37366,-119.41283,-1.310,3.04,Md,31,184,35,1.11,NCSN,73968936
2023/11/28 10:19:54.64,33.27533,-116.20800,-1.200,3.31,ML,12,113,44,0.24,NCSN,73968956
2023/11/29 23:35:30.92,33.94567,-116.84967,2.740,3.14,ML,14,92,29,0.19,NCSN,73969696
2023/12/01 07:35:43.64,32.76950,-115.87000,7.250,3.20,ML,7,179,40,0.07,NCSN,73970296
2023/12/01 07:43:27.98,32.75067,-115.86283,-0.220,4.80,Mw,19,184,39,1.83,NCSN,73970301
2023/12/01 15:51:26.53,32.76550,-115.88400,4.780,3.31,ML,7,180,41,0.09,NCSN,73970401
2023/12/04 05:47:02.88,37.06550,-118.53150,10.460,3.49,ML,56,42,27,0.08,NCSN,73971566
2023/12/05 04:09:58.02,33.84317,-117.91283,-0.210,3.45,ML,18,111,38,0.27,NCSN,73971956
2023/12/06 04:30:22.22,32.77667,-115.87267,4.730,3.59,ML,9,178,40,0.25,NCSN,73972406
2023/12/07 06:16:51.83,36.85083,-120.96967,6.530,3.70,ML,160,25,16,0.20,NCSN,73972711
2023/12/08 23:58:19.07,34.00083,-116.33250,-1.260,3.18,ML,16,98,31,0.32,NCSN,73973406
2023/12/09 21:44:53.71,33.16633,-115.68584,2.020,3.15,ML,7,108,46,0.28,NCSN,73973891
2023/12/11 14:19:51.27,39.94800,-120.84883,-0.130,3.35,ML,75,76,31,0.16,NCSN,73974566
2023/12/13 06:52:19.61,38.79683,-122.74600,0.340,3.50,Mw,115,26,1,0.07,NCSN,73975501
2023/12/15 14:28:18.36,34.22300,-116.79134,-1.060,3.14,ML,23,59,13,0.59,NCSN,73976551
2023/12/19 09:31:40.76,39.61666,-119.63866,5.380,3.66,ML,13,107,24,0.07,NCSN,73978051
2023/12/23 05:52:22.50,33.63933,-117.98983,8.930,3.52,ML,17,157,29,0.24,NCSN,73979756
2023/12/23 15:42:08.07,33.98917,-116.33817,-1.260,3.04,ML,15,88,31,0.48,NCSN,73979946
2023/12/26 11:07:25.64,35.92933,-117.68684,7.390,3.13,ML,21,79,22,0.13,NCSN,73981251
2023/12/27 12:08:20.86,35.93467,-117.68450,6.820,3.25,ML,20,79,22,0.10,NCSN,73981726
2023/12/27 13:19:44.25,35.93250,-117.68716,5.640,3.11,ML,21,79,22,0.11,NCSN,73981766
2023/12/27 17:25:29.31,35.93017,-117.68600,8.270,3.39,ML,19,118,22,0.11,NCSN,73981826
2023/12/27 20:05:40.51,35.23550,-120.78400,6.220,3.07,ML,52,111,0,0.08,NCSN,73981856
2023/12/29 07:10:11.88,38.81400,-122.79884,2.080,3.89,Mw,108,27,1,0.06,NCSN,73982331
2023/12/30 02:26:27.30,35.39967,-118.64450,8.410,3.69,ML,24,33,14,0.11,NCSN,73982846
2023/12/30 08:29:11.03,35.74950,-117.57467,9.020,3.36,ML,25,82,17,0.13,NCSN,73982921
